TEAM_ID, OFF_RATING, DEF_RATING, NET_RATING, AST_PCT, AST_TOV, AST_RATIO, OREB_PCT, DREB_PCT, REB_PCT, TM_TOV_PCT, EFG_PCT, TS_PCT, USG_PCT, PACE, PACE_PER40, POSS, PIE, HOME, TEAM_ID_O, OFF_RATING_O, DEF_RATING_O, NET_RATING_O, AST_PCT_O, AST_TOV_O, AST_RATIO_O, OREB_PCT_O, DREB_PCT_O, REB_PCT_O, TM_TOV_PCT_O, EFG_PCT_O, TS_PCT_O, USG_PCT_O ,PACE_O, PACE_PER40_O, POSS_O, PIE_O, HOME_O, LABEL
1610612754.0, 122.9, 116.3, 6.5, 0.761, 2.06, 23.4, 0.262, 0.681, 0.483, 16.2, 0.633, 0.661, 1.0, 104.5, 87.08, 105.0, 0.55, 0.0, 1610612737.0, 116.3, 122.9, -6.5, 0.733, 1.65, 22.0, 0.319, 0.738, 0.517, 19.2, 0.601, 0.624, 1.0, 104.5, 87.08, 104.0, 0.45, 1.0, 1
1610612765.0, 95.0, 97.0, -2.0, 0.618, 1.31, 15.9, 0.218, 0.632, 0.429, 16.0, 0.47, 0.501, 1.0, 100.5, 83.75, 100.0, 0.445, 0.0, 1610612737.0, 97.0, 95.0, 2.0, 0.667, 1.5, 16.9, 0.368, 0.782, 0.571, 15.8, 0.429, 0.48, 1.0, 100.5, 83.75, 101.0, 0.555, 1.0, 2
1610612752.0, 103.9, 110.7, -6.8, 0.488, 1.54, 15.7, 0.128, 0.653, 0.396, 12.6, 0.536, 0.566, 1.0, 103.0, 85.83, 103.0, 0.444, 0.0, 1610612737.0, 110.7, 103.9, 6.8, 0.674, 1.81, 19.8, 0.347, 0.872, 0.604, 15.5, 0.527, 0.561, 1.0, 103.0, 85.83, 103.0, 0.556, 1.0, 2
1610612764.0, 104.8, 113.5, -8.7, 0.722, 1.73, 18.6, 0.245, 0.652, 0.434, 14.3, 0.512, 0.556, 1.0, 104.5, 87.08, 105.0, 0.47, 0.0, 1610612737.0, 113.5, 104.8, 8.7, 0.622, 0.96, 16.1, 0.348, 0.755, 0.566, 23.1, 0.544, 0.614, 1.0, 104.5, 87.08, 104.0, 0.53, 1.0, 2
1610612751.0, 141.2, 125.7, 15.4, 0.694, 2.62, 22.7, 0.366, 0.732, 0.549, 12.7, 0.648, 0.702, 1.0, 101.5, 84.58, 102.0, 0.544, 0.0, 1610612737.0, 125.7, 141.2, -15.4, 0.809, 2.71, 25.7, 0.268, 0.634, 0.451, 13.9, 0.635, 0.661, 1.0, 101.5, 84.58, 101.0, 0.456, 1.0, 1
1610612738.0, 118.3, 100.0, 18.3, 0.609, 1.27, 18.2, 0.388, 0.66, 0.529, 20.2, 0.584, 0.621, 1.0, 108.5, 90.42, 109.0, 0.61, 0.0, 1610612737.0, 100.0, 118.3, -18.3, 0.75, 1.13, 17.9, 0.34, 0.612, 0.471, 22.2, 0.512, 0.54, 1.0, 108.5, 90.42, 108.0, 0.39, 1.0, 1
1610612742.0, 111.8, 104.9, 6.9, 0.629, 1.57, 16.9, 0.238, 0.642, 0.463, 13.7, 0.547, 0.607, 1.0, 102.0, 85.0, 102.0, 0.609, 0.0, 1610612737.0, 104.9, 111.8, -6.9, 0.488, 1.0, 14.9, 0.358, 0.762, 0.537, 20.6, 0.522, 0.54, 1.0, 102.0, 85.0, 102.0, 0.391, 1.0, 1
1610612743.0, 94.2, 101.9, -7.7, 0.778, 1.87, 18.8, 0.302, 0.714, 0.496, 14.4, 0.418, 0.461, 1.0, 104.0, 86.67, 104.0, 0.458, 0.0, 1610612737.0, 101.9, 94.2, 7.7, 0.825, 1.83, 21.8, 0.286, 0.698, 0.504, 17.3, 0.511, 0.53, 1.0, 104.0, 86.67, 104.0, 0.542, 1.0, 2
1610612764.0, 115.9, 104.5, 11.5, 0.761, 2.19, 21.9, 0.294, 0.796, 0.552, 14.2, 0.547, 0.6, 1.0, 112.5, 93.75, 113.0, 0.568, 0.0, 1610612737.0, 104.5, 115.9, -11.5, 0.683, 1.65, 18.6, 0.204, 0.706, 0.448, 15.2, 0.511, 0.554, 1.0, 112.5, 93.75, 112.0, 0.432, 1.0, 1
1610612744.0, 119.6, 103.7, 15.9, 0.688, 1.65, 22.8, 0.222, 0.729, 0.512, 18.7, 0.665, 0.698, 1.0, 107.0, 89.17, 107.0, 0.606, 0.0, 1610612737.0, 103.7, 119.6, -15.9, 0.523, 1.21, 16.1, 0.271, 0.778, 0.488, 17.8, 0.517, 0.552, 1.0, 107.0, 89.17, 107.0, 0.394, 1.0, 1
1610612760.0, 114.8, 100.9, 13.9, 0.652, 1.36, 20.5, 0.214, 0.719, 0.505, 20.4, 0.625, 0.655, 1.0, 108.0, 90.0, 108.0, 0.571, 0.0, 1610612737.0, 100.9, 114.8, -13.9, 0.605, 1.24, 17.1, 0.281, 0.786, 0.495, 19.4, 0.505, 0.52, 1.0, 108.0, 90.0, 108.0, 0.429, 1.0, 1
1610612766.0, 100.0, 87.9, 12.1, 0.526, 1.43, 15.0, 0.184, 0.694, 0.468, 13.0, 0.482, 0.544, 1.0, 107.5, 89.58, 108.0, 0.594, 0.0, 1610612737.0, 87.9, 100.0, -12.1, 0.625, 1.05, 14.1, 0.306, 0.816, 0.532, 17.8, 0.403, 0.458, 1.0, 107.5, 89.58, 107.0, 0.406, 1.0, 1
1610612748.0, 103.7, 105.5, -1.8, 0.55, 1.1, 15.5, 0.275, 0.75, 0.495, 18.3, 0.534, 0.564, 1.0, 109.0, 90.83, 109.0, 0.48, 0.0, 1610612737.0, 105.5, 103.7, 1.8, 0.579, 0.92, 15.7, 0.25, 0.725, 0.505, 22.0, 0.55, 0.611, 1.0, 109.0, 90.83, 109.0, 0.52, 1.0, 2
1610612766.0, 118.3, 119.2, -1.0, 0.732, 2.5, 20.5, 0.288, 0.739, 0.5, 11.5, 0.543, 0.59, 1.0, 104.0, 86.67, 104.0, 0.496, 0.0, 1610612737.0, 119.2, 118.3, 1.0, 0.68, 2.27, 23.0, 0.261, 0.712, 0.5, 14.4, 0.617, 0.627, 1.0, 104.0, 86.67, 104.0, 0.504, 1.0, 2
1610612738.0, 107.5, 90.6, 17.0, 0.738, 1.94, 21.1, 0.255, 0.82, 0.535, 15.1, 0.533, 0.569, 1.0, 106.0, 88.33, 106.0, 0.605, 0.0, 1610612737.0, 90.6, 107.5, -17.0, 0.629, 1.05, 16.1, 0.18, 0.745, 0.465, 19.8, 0.469, 0.512, 1.0, 106.0, 88.33, 106.0, 0.395, 1.0, 1
1610612761.0, 121.6, 105.9, 15.7, 0.688, 1.74, 21.7, 0.422, 0.83, 0.643, 18.6, 0.594, 0.619, 1.0, 102.0, 85.0, 102.0, 0.578, 0.0, 1610612737.0, 105.9, 121.6, -15.7, 0.571, 2.67, 17.9, 0.17, 0.578, 0.357, 8.8, 0.505, 0.535, 1.0, 102.0, 85.0, 102.0, 0.422, 1.0, 1
1610612746.0, 115.5, 109.2, 6.3, 0.6, 1.6, 15.7, 0.356, 0.696, 0.522, 13.6, 0.484, 0.559, 1.0, 109.5, 91.25, 110.0, 0.552, 0.0, 1610612737.0, 109.2, 115.5, -6.3, 0.644, 1.81, 18.8, 0.304, 0.644, 0.478, 14.7, 0.505, 0.544, 1.0, 109.5, 91.25, 109.0, 0.448, 1.0, 1
1610612754.0, 90.7, 84.0, 6.7, 0.714, 1.04, 17.2, 0.296, 0.797, 0.558, 22.4, 0.471, 0.504, 1.0, 106.5, 88.75, 107.0, 0.561, 0.0, 1610612737.0, 84.0, 90.7, -6.7, 0.645, 1.11, 14.6, 0.203, 0.704, 0.442, 17.0, 0.402, 0.45, 1.0, 106.5, 88.75, 106.0, 0.439, 1.0, 1
1610612743.0, 127.8, 87.7, 40.0, 0.642, 2.27, 22.1, 0.333, 0.746, 0.581, 13.9, 0.633, 0.657, 1.0, 107.0, 89.17, 108.0, 0.752, 0.0, 1610612737.0, 87.7, 127.8, -40.0, 0.625, 1.05, 14.0, 0.254, 0.667, 0.419, 17.9, 0.397, 0.448, 1.0, 107.0, 89.17, 106.0, 0.248, 1.0, 1
1610612744.0, 107.8, 103.0, 4.8, 0.718, 2.15, 19.8, 0.269, 0.769, 0.519, 12.7, 0.495, 0.549, 1.0, 101.0, 84.17, 102.0, 0.546, 0.0, 1610612737.0, 103.0, 107.8, -4.8, 0.625, 1.47, 18.2, 0.231, 0.731, 0.481, 17.0, 0.517, 0.539, 1.0, 101.0, 84.17, 100.0, 0.454, 1.0, 1
1610612747.0, 100.9, 100.0, 0.9, 0.718, 1.22, 18.2, 0.386, 0.727, 0.554, 21.7, 0.5, 0.522, 1.0, 106.0, 88.33, 106.0, 0.494, 0.0, 1610612737.0, 100.0, 100.9, -0.9, 0.61, 1.32, 17.3, 0.273, 0.614, 0.446, 17.9, 0.5, 0.526, 1.0, 106.0, 88.33, 106.0, 0.506, 1.0, 1
1610612765.0, 118.1, 103.8, 14.3, 0.652, 2.73, 20.5, 0.214, 0.766, 0.466, 10.5, 0.577, 0.588, 1.0, 105.0, 87.5, 105.0, 0.537, 0.0, 1610612737.0, 103.8, 118.1, -14.3, 0.472, 1.06, 13.1, 0.234, 0.786, 0.534, 15.2, 0.5, 0.564, 1.0, 105.0, 87.5, 105.0, 0.463, 1.0, 1
1610612752.0, 106.7, 102.9, 3.8, 0.441, 0.83, 11.5, 0.333, 0.69, 0.528, 17.1, 0.513, 0.573, 1.0, 104.5, 87.08, 105.0, 0.517, 0.0, 1610612737.0, 102.9, 106.7, -3.8, 0.703, 1.53, 17.6, 0.31, 0.667, 0.472, 16.3, 0.462, 0.511, 1.0, 104.5, 87.08, 104.0, 0.483, 1.0, 1
1610612766.0, 105.6, 96.2, 9.4, 0.6, 1.29, 18.3, 0.347, 0.822, 0.574, 19.6, 0.56, 0.565, 1.0, 106.5, 88.75, 107.0, 0.53, 0.0, 1610612737.0, 96.2, 105.6, -9.4, 0.537, 1.0, 16.1, 0.178, 0.653, 0.426, 20.8, 0.518, 0.549, 1.0, 106.5, 88.75, 106.0, 0.47, 1.0, 1
1610612748.0, 118.0, 120.6, -2.6, 0.659, 1.5, 19.1, 0.319, 0.674, 0.495, 18.0, 0.576, 0.612, 1.0, 101.0, 84.17, 100.0, 0.461, 0.0, 1610612737.0, 120.6, 118.0, 2.6, 0.717, 1.83, 22.1, 0.326, 0.681, 0.505, 17.6, 0.597, 0.627, 1.0, 101.0, 84.17, 102.0, 0.539, 1.0, 2
1610612758.0, 130.4, 101.8, 28.6, 0.717, 2.71, 23.2, 0.271, 0.72, 0.5, 12.5, 0.612, 0.651, 1.0, 112.5, 93.75, 112.0, 0.641, 0.0, 1610612737.0, 101.8, 130.4, -28.6, 0.619, 1.18, 17.3, 0.28, 0.729, 0.5, 19.5, 0.529, 0.564, 1.0, 112.5, 93.75, 113.0, 0.359, 1.0, 1
1610612739.0, 125.9, 106.5, 19.4, 0.511, 1.77, 15.9, 0.314, 0.86, 0.564, 12.0, 0.572, 0.624, 1.0, 107.5, 89.58, 108.0, 0.586, 0.0, 1610612737.0, 106.5, 125.9, -19.4, 0.568, 1.09, 18.2, 0.14, 0.686, 0.436, 21.5, 0.628, 0.637, 1.0, 107.5, 89.58, 107.0, 0.414, 1.0, 1
1610612755.0, 103.7, 83.6, 20.0, 0.805, 1.74, 20.8, 0.328, 0.81, 0.579, 17.4, 0.485, 0.528, 1.0, 109.5, 91.25, 109.0, 0.631, 0.0, 1610612737.0, 83.6, 103.7, -20.0, 0.571, 1.33, 14.5, 0.19, 0.672, 0.421, 13.6, 0.415, 0.446, 1.0, 109.5, 91.25, 110.0, 0.369, 1.0, 1
1610612741.0, 89.8, 80.2, 9.6, 0.694, 1.09, 18.1, 0.208, 0.81, 0.538, 21.3, 0.506, 0.539, 1.0, 107.0, 89.17, 108.0, 0.59, 0.0, 1610612737.0, 80.2, 89.8, -9.6, 0.741, 0.91, 14.7, 0.19, 0.792, 0.462, 20.8, 0.393, 0.452, 1.0, 107.0, 89.17, 106.0, 0.41, 1.0, 1
1610612742.0, 92.9, 100.9, -8.1, 0.658, 1.47, 17.3, 0.203, 0.804, 0.496, 15.2, 0.484, 0.508, 1.0, 111.0, 92.5, 112.0, 0.466, 0.0, 1610612737.0, 100.9, 92.9, 8.1, 0.757, 1.87, 19.0, 0.196, 0.797, 0.504, 13.6, 0.489, 0.53, 1.0, 111.0, 92.5, 110.0, 0.534, 1.0, 2
1610612739.0, 105.7, 125.5, -19.8, 0.5, 1.28, 15.7, 0.345, 0.725, 0.528, 17.1, 0.515, 0.528, 1.0, 105.5, 87.92, 105.0, 0.382, 0.0, 1610612737.0, 125.5, 105.7, 19.8, 0.667, 2.67, 21.3, 0.275, 0.655, 0.472, 11.3, 0.602, 0.625, 1.0, 105.5, 87.92, 106.0, 0.618, 1.0, 2
1610612763.0, 122.4, 110.4, 12.1, 0.727, 1.88, 21.5, 0.279, 0.75, 0.527, 15.9, 0.623, 0.656, 1.0, 106.5, 88.75, 107.0, 0.582, 0.0, 1610612737.0, 110.4, 122.4, -12.1, 0.659, 1.42, 18.6, 0.25, 0.721, 0.473, 17.9, 0.578, 0.592, 1.0, 106.5, 88.75, 106.0, 0.418, 1.0, 1
1610612752.0, 112.5, 94.7, 17.8, 0.467, 1.31, 14.0, 0.31, 0.765, 0.523, 14.3, 0.515, 0.559, 1.0, 112.5, 93.75, 112.0, 0.595, 0.0, 1610612737.0, 94.7, 112.5, -17.8, 0.463, 0.79, 13.5, 0.235, 0.69, 0.477, 21.2, 0.511, 0.546, 1.0, 112.5, 93.75, 113.0, 0.405, 1.0, 1
1610612738.0, 104.1, 110.1, -6.0, 0.568, 1.75, 15.7, 0.276, 0.647, 0.45, 12.2, 0.467, 0.504, 1.0, 98.5, 82.08, 98.0, 0.457, 0.0, 1610612751.0, 110.1, 104.1, 6.0, 0.486, 1.06, 13.6, 0.353, 0.724, 0.55, 17.2, 0.506, 0.562, 1.0, 98.5, 82.08, 99.0, 0.543, 1.0, 2
1610612753.0, 107.1, 103.0, 4.1, 0.583, 1.4, 16.1, 0.245, 0.75, 0.514, 15.3, 0.494, 0.555, 1.0, 99.0, 82.5, 98.0, 0.519, 0.0, 1610612738.0, 103.0, 107.1, -4.1, 0.5, 2.38, 14.7, 0.25, 0.755, 0.486, 8.0, 0.467, 0.503, 1.0, 99.0, 82.5, 100.0, 0.481, 1.0, 1
1610612748.0, 119.8, 104.2, 15.6, 0.717, 3.67, 23.3, 0.3, 0.759, 0.538, 9.4, 0.573, 0.578, 1.0, 95.5, 79.58, 96.0, 0.593, 0.0, 1610612738.0, 104.2, 119.8, -15.6, 0.556, 1.82, 15.7, 0.241, 0.7, 0.462, 11.6, 0.472, 0.513, 1.0, 95.5, 79.58, 95.0, 0.407, 1.0, 1
1610612754.0, 103.8, 132.4, -28.5, 0.667, 2.36, 18.2, 0.286, 0.763, 0.479, 10.6, 0.478, 0.512, 1.0, 103.0, 85.83, 104.0, 0.362, 0.0, 1610612738.0, 132.4, 103.8, 28.5, 0.64, 2.29, 22.1, 0.237, 0.714, 0.521, 13.7, 0.648, 0.685, 1.0, 103.0, 85.83, 102.0, 0.638, 1.0, 2
1610612738.0, 109.4, 90.5, 19.0, 0.787, 2.64, 24.8, 0.17, 0.776, 0.479, 13.2, 0.57, 0.59, 1.0, 105.5, 87.92, 106.0, 0.628, 0.0, 1610612751.0, 90.5, 109.4, -19.0, 0.594, 0.76, 14.3, 0.224, 0.83, 0.521, 23.8, 0.475, 0.536, 1.0, 105.5, 87.92, 105.0, 0.372, 1.0, 1
1610612742.0, 93.0, 114.0, -21.0, 0.471, 1.14, 12.7, 0.241, 0.709, 0.477, 14.0, 0.449, 0.483, 1.0, 100.0, 83.33, 100.0, 0.382, 0.0, 1610612738.0, 114.0, 93.0, 21.0, 0.833, 2.69, 23.5, 0.291, 0.759, 0.523, 13.0, 0.547, 0.565, 1.0, 100.0, 83.33, 100.0, 0.618, 1.0, 2
1610612750.0, 107.4, 118.6, -11.2, 0.6, 1.6, 18.1, 0.283, 0.839, 0.506, 15.8, 0.518, 0.547, 1.0, 96.0, 80.0, 95.0, 0.399, 0.0, 1610612738.0, 118.6, 107.4, 11.2, 0.756, 2.13, 25.6, 0.161, 0.717, 0.494, 16.5, 0.671, 0.696, 1.0, 96.0, 80.0, 97.0, 0.601, 1.0, 2
1610612759.0, 121.2, 114.4, 6.8, 0.6, 2.45, 19.7, 0.277, 0.745, 0.511, 11.1, 0.571, 0.607, 1.0, 98.0, 81.67, 99.0, 0.528, 0.0, 1610612738.0, 114.4, 121.2, -6.8, 0.698, 2.5, 21.6, 0.255, 0.723, 0.489, 12.4, 0.551, 0.573, 1.0, 98.0, 81.67, 97.0, 0.472, 1.0, 1
1610612763.0, 108.4, 116.7, -8.2, 0.667, 1.41, 18.5, 0.279, 0.738, 0.506, 17.9, 0.52, 0.58, 1.0, 95.5, 79.58, 95.0, 0.459, 0.0, 1610612738.0, 116.7, 108.4, 8.2, 0.725, 1.71, 21.7, 0.262, 0.721, 0.494, 17.7, 0.6, 0.637, 1.0, 95.5, 79.58, 96.0, 0.541, 1.0, 2
1610612745.0, 129.6, 116.5, 13.1, 0.415, 1.31, 12.9, 0.32, 0.833, 0.571, 13.3, 0.581, 0.626, 1.0, 97.5, 81.25, 98.0, 0.513, 0.0, 1610612738.0, 116.5, 129.6, -13.1, 0.737, 2.55, 21.0, 0.167, 0.68, 0.429, 11.3, 0.543, 0.597, 1.0, 97.5, 81.25, 97.0, 0.487, 1.0, 1
1610612755.0, 100.9, 106.1, -5.3, 0.658, 1.32, 16.8, 0.214, 0.75, 0.5, 16.8, 0.495, 0.544, 1.0, 102.79, 85.66, 113.0, 0.485, 0.0, 1610612738.0, 106.1, 100.9, 5.3, 0.467, 2.33, 14.3, 0.25, 0.786, 0.5, 7.9, 0.481, 0.518, 1.0, 102.79, 85.66, 114.0, 0.515, 1.0, 2
1610612766.0, 106.2, 122.7, -16.5, 0.632, 2.18, 17.9, 0.278, 0.674, 0.46, 11.3, 0.477, 0.518, 1.0, 97.0, 80.83, 97.0, 0.425, 0.0, 1610612738.0, 122.7, 106.2, 16.5, 0.698, 2.14, 21.3, 0.326, 0.722, 0.54, 14.4, 0.576, 0.613, 1.0, 97.0, 80.83, 97.0, 0.575, 1.0, 2
1610612749.0, 120.0, 105.9, 14.1, 0.634, 1.24, 18.7, 0.317, 0.77, 0.588, 21.0, 0.613, 0.65, 1.0, 100.5, 83.75, 100.0, 0.542, 0.0, 1610612738.0, 105.9, 120.0, -14.1, 0.629, 4.4, 16.4, 0.23, 0.683, 0.412, 5.0, 0.44, 0.501, 1.0, 100.5, 83.75, 101.0, 0.458, 1.0, 1
1610612756.0, 113.3, 106.2, 7.1, 0.561, 1.35, 15.8, 0.491, 0.792, 0.629, 17.3, 0.484, 0.525, 1.0, 97.5, 81.25, 98.0, 0.488, 0.0, 1610612738.0, 106.2, 113.3, -7.1, 0.684, 1.63, 19.5, 0.208, 0.509, 0.371, 16.5, 0.535, 0.565, 1.0, 97.5, 81.25, 97.0, 0.512, 1.0, 1
1610612765.0, 107.6, 99.0, 8.6, 0.641, 1.25, 17.8, 0.267, 0.702, 0.51, 19.0, 0.55, 0.592, 1.0, 105.0, 87.5, 105.0, 0.581, 0.0, 1610612738.0, 99.0, 107.6, -8.6, 0.487, 1.36, 13.9, 0.298, 0.733, 0.49, 13.3, 0.463, 0.499, 1.0, 105.0, 87.5, 105.0, 0.419, 1.0, 1
1610612764.0, 111.6, 118.2, -6.6, 0.543, 1.67, 17.4, 0.204, 0.632, 0.434, 13.4, 0.571, 0.602, 1.0, 100.53, 83.77, 112.0, 0.479, 0.0, 1610612738.0, 118.2, 111.6, 6.6, 0.426, 1.43, 13.4, 0.368, 0.796, 0.566, 12.7, 0.505, 0.565, 1.0, 100.53, 83.77, 110.0, 0.521, 1.0, 2
1610612740.0, 100.0, 113.0, -13.0, 0.718, 2.15, 20.5, 0.184, 0.686, 0.44, 13.0, 0.494, 0.524, 1.0, 100.0, 83.33, 100.0, 0.469, 0.0, 1610612738.0, 113.0, 100.0, 13.0, 0.523, 1.53, 16.9, 0.314, 0.816, 0.56, 15.0, 0.556, 0.574, 1.0, 100.0, 83.33, 100.0, 0.531, 1.0, 2
1610612741.0, 81.9, 141.5, -59.6, 0.516, 0.94, 13.3, 0.226, 0.674, 0.434, 18.1, 0.42, 0.442, 1.0, 94.0, 78.33, 94.0, 0.206, 0.0, 1610612738.0, 141.5, 81.9, 59.6, 0.68, 4.86, 24.2, 0.326, 0.774, 0.566, 7.4, 0.656, 0.668, 1.0, 94.0, 78.33, 94.0, 0.794, 1.0, 2
1610612752.0, 99.0, 124.3, -25.3, 0.583, 1.24, 15.2, 0.263, 0.773, 0.485, 16.8, 0.462, 0.501, 1.0, 102.0, 85.0, 101.0, 0.337, 0.0, 1610612738.0, 124.3, 99.0, 25.3, 0.653, 3.56, 22.6, 0.227, 0.737, 0.515, 8.7, 0.603, 0.635, 1.0, 102.0, 85.0, 103.0, 0.663, 1.0, 2
1610612750.0, 109.0, 116.8, -7.8, 0.514, 1.19, 14.5, 0.26, 0.756, 0.495, 16.0, 0.506, 0.567, 1.0, 100.5, 83.75, 100.0, 0.432, 0.0, 1610612738.0, 116.8, 109.0, 7.8, 0.75, 2.14, 21.7, 0.244, 0.74, 0.505, 13.9, 0.571, 0.626, 1.0, 100.5, 83.75, 101.0, 0.568, 1.0, 2
1610612739.0, 97.9, 132.0, -34.0, 0.6, 1.38, 14.6, 0.208, 0.674, 0.429, 13.4, 0.435, 0.514, 1.0, 97.0, 80.83, 97.0, 0.337, 0.0, 1610612738.0, 132.0, 97.9, 34.0, 0.612, 3.0, 21.6, 0.326, 0.792, 0.571, 10.3, 0.625, 0.646, 1.0, 97.0, 80.83, 97.0, 0.663, 1.0, 2
1610612740.0, 109.2, 125.3, -16.1, 0.618, 0.95, 15.8, 0.341, 0.64, 0.5, 22.4, 0.519, 0.596, 1.0, 98.5, 82.08, 98.0, 0.437, 0.0, 1610612738.0, 125.3, 109.2, 16.1, 0.563, 1.8, 18.8, 0.36, 0.659, 0.5, 15.2, 0.593, 0.611, 1.0, 98.5, 82.08, 99.0, 0.563, 1.0, 2
1610612742.0, 115.3, 106.1, 9.2, 0.643, 1.69, 19.4, 0.32, 0.696, 0.5, 16.3, 0.575, 0.587, 1.0, 98.0, 81.67, 98.0, 0.553, 0.0, 1610612738.0, 106.1, 115.3, -9.2, 0.463, 1.06, 14.8, 0.304, 0.68, 0.5, 18.4, 0.535, 0.567, 1.0, 98.0, 81.67, 98.0, 0.447, 1.0, 1
1610612752.0, 114.7, 104.8, 9.9, 0.568, 1.47, 18.1, 0.255, 0.688, 0.505, 16.7, 0.579, 0.606, 1.0, 103.0, 85.83, 102.0, 0.505, 0.0, 1610612738.0, 104.8, 114.7, -9.9, 0.789, 3.75, 20.1, 0.313, 0.745, 0.495, 7.7, 0.443, 0.491, 1.0, 103.0, 85.83, 104.0, 0.495, 1.0, 1
