'TEAM_ID', 'FGA', 'FG_PCT', 'FG3A', 'FG3_PCT', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'AST', 'STL', 'BLK', 'TO', 'PF', 'PTS', 'HOME', 'TEAM_ID_O', 'FGA_O', 'FG_PCT_O', 'FG3A_O', 'FG3_PCT_O', 'FTA_O', 'FT_PCT_O', 'OREB_O', 'DREB_O', 'AST_O', 'STL_O', 'BLK_O', 'TO_O', 'PF_O', 'PTS_O', 'HOME_O'
1610612750.0, 77.0, 0.455, 9.0, 0.444, 34.0, 0.824, 11.0, 24.0, 20.0, 6.0, 7.0, 11.0, 19.0, 102.0, 0.0, 1610612738.0, 85.0, 0.471, 12.0, 0.333, 17.0, 0.824, 13.0, 32.0, 25.0, 6.0, 1.0, 16.0, 23.0, 98.0, 1.0, 1
1610612749.0, 78.0, 0.577, 15.0, 0.467, 16.0, 0.688, 8.0, 30.0, 32.0, 10.0, 5.0, 15.0, 23.0, 108.0, 0.0, 1610612738.0, 74.0, 0.459, 22.0, 0.5, 27.0, 0.667, 8.0, 24.0, 16.0, 10.0, 0.0, 16.0, 18.0, 97.0, 1.0, 1
1610612739.0, 79.0, 0.405, 9.0, 0.111, 8.0, 0.875, 13.0, 33.0, 24.0, 5.0, 7.0, 17.0, 24.0, 72.0, 0.0, 1610612738.0, 75.0, 0.427, 21.0, 0.429, 20.0, 0.7, 9.0, 29.0, 20.0, 9.0, 3.0, 14.0, 15.0, 87.0, 1.0, 2
1610612763.0, 82.0, 0.463, 7.0, 0.286, 26.0, 0.769, 15.0, 39.0, 24.0, 9.0, 4.0, 22.0, 31.0, 98.0, 0.0, 1610612738.0, 77.0, 0.403, 10.0, 0.1, 35.0, 0.686, 6.0, 30.0, 16.0, 13.0, 6.0, 18.0, 23.0, 87.0, 1.0, 1
1610612753.0, 83.0, 0.482, 12.0, 0.333, 23.0, 0.609, 7.0, 34.0, 27.0, 5.0, 13.0, 20.0, 32.0, 98.0, 0.0, 1610612738.0, 80.0, 0.412, 13.0, 0.385, 43.0, 0.744, 10.0, 37.0, 17.0, 14.0, 3.0, 13.0, 25.0, 103.0, 1.0, 2
1610612745.0, 88.0, 0.318, 17.0, 0.294, 24.0, 0.833, 16.0, 29.0, 17.0, 10.0, 5.0, 16.0, 22.0, 81.0, 0.0, 1610612738.0, 78.0, 0.449, 9.0, 0.333, 29.0, 0.793, 11.0, 44.0, 21.0, 8.0, 7.0, 18.0, 26.0, 96.0, 1.0, 2
1610612755.0, 87.0, 0.494, 13.0, 0.462, 31.0, 0.71, 13.0, 31.0, 28.0, 15.0, 5.0, 12.0, 24.0, 114.0, 0.0, 1610612738.0, 81.0, 0.407, 25.0, 0.2, 30.0, 0.633, 18.0, 33.0, 15.0, 5.0, 4.0, 25.0, 27.0, 90.0, 1.0, 1
1610612764.0, 77.0, 0.545, 11.0, 0.455, 23.0, 0.87, 5.0, 34.0, 26.0, 14.0, 9.0, 13.0, 22.0, 109.0, 0.0, 1610612738.0, 82.0, 0.378, 29.0, 0.379, 22.0, 0.727, 13.0, 28.0, 17.0, 5.0, 3.0, 17.0, 19.0, 89.0, 1.0, 1
1610612764.0, 78.0, 0.513, 14.0, 0.5, 35.0, 0.629, 9.0, 27.0, 23.0, 8.0, 4.0, 12.0, 25.0, 109.0, 0.0, 1610612738.0, 84.0, 0.512, 17.0, 0.588, 31.0, 0.645, 15.0, 31.0, 22.0, 7.0, 4.0, 15.0, 28.0, 116.0, 1.0, 2
1610612755.0, 78.0, 0.359, 12.0, 0.083, 37.0, 0.757, 13.0, 37.0, 18.0, 6.0, 4.0, 16.0, 23.0, 85.0, 0.0, 1610612738.0, 81.0, 0.383, 17.0, 0.294, 27.0, 0.593, 10.0, 33.0, 16.0, 9.0, 6.0, 15.0, 33.0, 83.0, 1.0, 1
1610612752.0, 83.0, 0.482, 16.0, 0.5, 20.0, 0.75, 10.0, 35.0, 22.0, 3.0, 6.0, 15.0, 24.0, 103.0, 0.0, 1610612738.0, 77.0, 0.429, 19.0, 0.368, 37.0, 0.757, 6.0, 34.0, 17.0, 10.0, 1.0, 11.0, 21.0, 101.0, 1.0, 1
1610612761.0, 76.0, 0.487, 13.0, 0.308, 32.0, 0.844, 8.0, 43.0, 26.0, 7.0, 11.0, 16.0, 19.0, 105.0, 0.0, 1610612738.0, 91.0, 0.33, 16.0, 0.313, 15.0, 0.667, 15.0, 24.0, 19.0, 7.0, 10.0, 18.0, 23.0, 75.0, 1.0, 1
1610612739.0, 67.0, 0.463, 9.0, 0.111, 37.0, 0.757, 10.0, 30.0, 22.0, 9.0, 12.0, 25.0, 32.0, 91.0, 0.0, 1610612738.0, 74.0, 0.365, 12.0, 0.333, 41.0, 0.756, 12.0, 27.0, 19.0, 11.0, 6.0, 21.0, 27.0, 89.0, 1.0, 1
1610612761.0, 79.0, 0.43, 15.0, 0.267, 22.0, 0.864, 9.0, 31.0, 22.0, 7.0, 6.0, 19.0, 27.0, 91.0, 0.0, 1610612738.0, 82.0, 0.415, 15.0, 0.533, 25.0, 0.68, 13.0, 29.0, 15.0, 13.0, 2.0, 15.0, 26.0, 93.0, 1.0, 2
1610612765.0, 92.0, 0.359, 21.0, 0.333, 14.0, 0.714, 17.0, 33.0, 18.0, 4.0, 3.0, 22.0, 28.0, 83.0, 0.0, 1610612738.0, 77.0, 0.416, 15.0, 0.467, 38.0, 0.842, 10.0, 33.0, 22.0, 13.0, 7.0, 14.0, 22.0, 103.0, 1.0, 2
1610612747.0, 75.0, 0.44, 10.0, 0.4, 38.0, 0.842, 20.0, 25.0, 17.0, 6.0, 7.0, 19.0, 23.0, 102.0, 0.0, 1610612739.0, 80.0, 0.45, 6.0, 0.167, 32.0, 0.719, 18.0, 20.0, 16.0, 15.0, 4.0, 14.0, 30.0, 96.0, 1.0, 1
1610612764.0, 72.0, 0.458, 12.0, 0.25, 33.0, 0.788, 10.0, 34.0, 15.0, 11.0, 10.0, 17.0, 20.0, 95.0, 0.0, 1610612739.0, 86.0, 0.43, 7.0, 0.286, 21.0, 0.619, 14.0, 25.0, 21.0, 10.0, 5.0, 19.0, 25.0, 89.0, 1.0, 1
1610612739.0, 64.0, 0.516, 9.0, 0.333, 31.0, 0.806, 5.0, 36.0, 18.0, 5.0, 9.0, 21.0, 25.0, 94.0, 0.0, 1610612741.0, 90.0, 0.367, 15.0, 0.267, 24.0, 0.667, 15.0, 27.0, 15.0, 13.0, 6.0, 14.0, 26.0, 86.0, 1.0, 1
1610612757.0, 75.0, 0.28, 16.0, 0.188, 18.0, 0.722, 14.0, 32.0, 14.0, 9.0, 7.0, 14.0, 14.0, 58.0, 0.0, 1610612739.0, 74.0, 0.405, 9.0, 0.222, 25.0, 0.88, 9.0, 37.0, 22.0, 9.0, 3.0, 10.0, 19.0, 84.0, 1.0, 2
1610612743.0, 76.0, 0.434, 18.0, 0.333, 30.0, 0.633, 8.0, 43.0, 25.0, 4.0, 7.0, 12.0, 21.0, 91.0, 0.0, 1610612739.0, 90.0, 0.344, 10.0, 0.4, 31.0, 0.71, 14.0, 36.0, 14.0, 7.0, 6.0, 8.0, 25.0, 88.0, 1.0, 1
1610612757.0, 75.0, 0.52, 18.0, 0.389, 25.0, 0.72, 9.0, 29.0, 27.0, 7.0, 6.0, 11.0, 17.0, 103.0, 0.0, 1610612739.0, 76.0, 0.408, 5.0, 0.4, 21.0, 0.905, 11.0, 24.0, 23.0, 6.0, 2.0, 13.0, 21.0, 83.0, 1.0, 1
1610612744.0, 75.0, 0.44, 18.0, 0.389, 36.0, 0.778, 14.0, 25.0, 26.0, 8.0, 4.0, 16.0, 24.0, 101.0, 0.0, 1610612739.0, 75.0, 0.533, 7.0, 0.429, 34.0, 0.706, 11.0, 30.0, 27.0, 7.0, 6.0, 19.0, 27.0, 107.0, 1.0, 2
1610612763.0, 77.0, 0.571, 15.0, 0.6, 27.0, 0.815, 9.0, 38.0, 36.0, 0.0, 8.0, 13.0, 25.0, 119.0, 0.0, 1610612739.0, 90.0, 0.478, 8.0, 0.25, 25.0, 0.76, 10.0, 22.0, 20.0, 6.0, 5.0, 5.0, 22.0, 107.0, 1.0, 1
1610612747.0, 77.0, 0.481, 13.0, 0.308, 33.0, 0.697, 14.0, 37.0, 21.0, 5.0, 5.0, 13.0, 24.0, 101.0, 0.0, 1610612739.0, 89.0, 0.416, 11.0, 0.273, 31.0, 0.677, 16.0, 24.0, 13.0, 10.0, 2.0, 11.0, 24.0, 98.0, 1.0, 1
1610612758.0, 86.0, 0.477, 17.0, 0.353, 23.0, 0.87, 14.0, 33.0, 27.0, 11.0, 13.0, 21.0, 20.0, 108.0, 0.0, 1610612739.0, 92.0, 0.435, 11.0, 0.455, 21.0, 0.857, 14.0, 29.0, 22.0, 14.0, 5.0, 16.0, 18.0, 103.0, 1.0, 1
1610612751.0, 82.0, 0.402, 17.0, 0.412, 22.0, 0.773, 10.0, 28.0, 19.0, 9.0, 6.0, 13.0, 18.0, 90.0, 0.0, 1610612739.0, 83.0, 0.398, 11.0, 0.364, 32.0, 0.688, 17.0, 32.0, 18.0, 10.0, 9.0, 13.0, 20.0, 92.0, 1.0, 2
1610612755.0, 73.0, 0.534, 10.0, 0.5, 36.0, 0.667, 8.0, 34.0, 21.0, 9.0, 13.0, 21.0, 23.0, 107.0, 0.0, 1610612739.0, 86.0, 0.477, 10.0, 0.1, 24.0, 0.833, 12.0, 27.0, 26.0, 12.0, 6.0, 16.0, 27.0, 103.0, 1.0, 1
1610612749.0, 87.0, 0.356, 21.0, 0.286, 24.0, 0.833, 18.0, 28.0, 22.0, 17.0, 2.0, 17.0, 19.0, 88.0, 0.0, 1610612739.0, 73.0, 0.466, 9.0, 0.444, 14.0, 0.786, 13.0, 29.0, 15.0, 4.0, 7.0, 24.0, 25.0, 83.0, 1.0, 1
1610612745.0, 84.0, 0.452, 23.0, 0.348, 21.0, 0.762, 12.0, 31.0, 21.0, 8.0, 4.0, 8.0, 23.0, 100.0, 0.0, 1610612739.0, 89.0, 0.393, 5.0, 0.6, 33.0, 0.667, 22.0, 37.0, 17.0, 5.0, 9.0, 11.0, 17.0, 95.0, 1.0, 1
1610612749.0, 84.0, 0.464, 14.0, 0.429, 29.0, 0.793, 13.0, 31.0, 23.0, 13.0, 4.0, 13.0, 24.0, 107.0, 0.0, 1610612739.0, 71.0, 0.423, 12.0, 0.25, 34.0, 0.765, 11.0, 29.0, 20.0, 7.0, 7.0, 20.0, 25.0, 89.0, 1.0, 1
1610612739.0, 89.0, 0.449, 5.0, 0.4, 40.0, 0.7, 17.0, 34.0, 21.0, 7.0, 3.0, 19.0, 30.0, 110.0, 0.0, 1610612766.0, 84.0, 0.452, 9.0, 0.444, 38.0, 0.921, 10.0, 31.0, 32.0, 13.0, 6.0, 13.0, 31.0, 115.0, 1.0, 2
1610612753.0, 82.0, 0.512, 17.0, 0.294, 26.0, 0.846, 8.0, 35.0, 26.0, 5.0, 8.0, 16.0, 29.0, 111.0, 0.0, 1610612739.0, 82.0, 0.415, 8.0, 0.25, 32.0, 0.688, 11.0, 30.0, 27.0, 8.0, 1.0, 15.0, 22.0, 92.0, 1.0, 1
1610612748.0, 69.0, 0.449, 22.0, 0.455, 35.0, 0.886, 9.0, 20.0, 15.0, 8.0, 6.0, 11.0, 21.0, 103.0, 0.0, 1610612739.0, 72.0, 0.486, 12.0, 0.333, 24.0, 0.875, 11.0, 27.0, 16.0, 8.0, 3.0, 19.0, 31.0, 95.0, 1.0, 1
1610612759.0, 85.0, 0.412, 19.0, 0.474, 22.0, 0.682, 17.0, 36.0, 22.0, 7.0, 11.0, 13.0, 15.0, 94.0, 0.0, 1610612739.0, 78.0, 0.41, 4.0, 0.0, 17.0, 0.765, 10.0, 32.0, 16.0, 8.0, 4.0, 15.0, 23.0, 77.0, 1.0, 1
1610612762.0, 81.0, 0.407, 9.0, 0.444, 28.0, 0.786, 8.0, 30.0, 19.0, 5.0, 5.0, 13.0, 26.0, 92.0, 0.0, 1610612739.0, 76.0, 0.447, 16.0, 0.313, 31.0, 0.839, 8.0, 34.0, 21.0, 9.0, 6.0, 18.0, 23.0, 99.0, 1.0, 2
1610612754.0, 70.0, 0.4, 22.0, 0.364, 37.0, 0.838, 12.0, 27.0, 18.0, 7.0, 11.0, 20.0, 25.0, 95.0, 0.0, 1610612739.0, 85.0, 0.471, 12.0, 0.167, 30.0, 0.7, 16.0, 29.0, 21.0, 10.0, 2.0, 13.0, 27.0, 103.0, 1.0, 2
1610612742.0, 85.0, 0.4, 27.0, 0.37, 12.0, 0.75, 8.0, 21.0, 23.0, 6.0, 8.0, 7.0, 25.0, 87.0, 0.0, 1610612739.0, 81.0, 0.432, 6.0, 0.167, 28.0, 0.75, 23.0, 36.0, 17.0, 4.0, 9.0, 17.0, 22.0, 92.0, 1.0, 2
1610612739.0, 76.0, 0.487, 6.0, 0.167, 22.0, 0.773, 14.0, 23.0, 22.0, 10.0, 6.0, 18.0, 25.0, 92.0, 0.0, 1610612741.0, 76.0, 0.434, 7.0, 0.143, 27.0, 0.778, 15.0, 20.0, 22.0, 12.0, 9.0, 17.0, 20.0, 88.0, 1.0, 1
1610612739.0, 78.0, 0.359, 11.0, 0.455, 15.0, 0.667, 13.0, 33.0, 15.0, 6.0, 6.0, 15.0, 17.0, 71.0, 0.0, 1610612766.0, 80.0, 0.3, 15.0, 0.2, 17.0, 0.882, 13.0, 36.0, 15.0, 9.0, 6.0, 12.0, 19.0, 66.0, 1.0, 1
1610612755.0, 78.0, 0.551, 6.0, 0.333, 36.0, 0.667, 11.0, 36.0, 29.0, 9.0, 10.0, 11.0, 19.0, 112.0, 0.0, 1610612739.0, 90.0, 0.333, 9.0, 0.333, 19.0, 0.789, 19.0, 25.0, 17.0, 4.0, 6.0, 14.0, 23.0, 78.0, 1.0, 1
1610612765.0, 78.0, 0.564, 7.0, 0.429, 18.0, 0.667, 5.0, 32.0, 20.0, 9.0, 8.0, 14.0, 22.0, 103.0, 0.0, 1610612739.0, 89.0, 0.404, 8.0, 0.125, 22.0, 0.909, 19.0, 29.0, 19.0, 6.0, 2.0, 18.0, 20.0, 93.0, 1.0, 1
1610612739.0, 76.0, 0.461, 9.0, 0.556, 26.0, 0.885, 10.0, 22.0, 19.0, 5.0, 2.0, 13.0, 26.0, 98.0, 0.0, 1610612766.0, 79.0, 0.456, 12.0, 0.25, 42.0, 0.81, 14.0, 26.0, 28.0, 7.0, 6.0, 10.0, 21.0, 109.0, 1.0, 2
1610612748.0, 74.0, 0.392, 15.0, 0.2, 22.0, 0.864, 13.0, 19.0, 21.0, 11.0, 7.0, 17.0, 23.0, 80.0, 0.0, 1610612739.0, 69.0, 0.449, 4.0, 0.5, 27.0, 0.778, 12.0, 33.0, 21.0, 11.0, 9.0, 17.0, 23.0, 85.0, 1.0, 2
1610612748.0, 75.0, 0.333, 13.0, 0.308, 16.0, 0.813, 11.0, 28.0, 18.0, 9.0, 2.0, 14.0, 23.0, 67.0, 0.0, 1610612739.0, 67.0, 0.507, 10.0, 0.6, 20.0, 0.6, 7.0, 38.0, 18.0, 10.0, 7.0, 17.0, 19.0, 86.0, 1.0, 2
1610612765.0, 90.0, 0.389, 18.0, 0.222, 34.0, 0.706, 20.0, 19.0, 23.0, 10.0, 4.0, 11.0, 15.0, 98.0, 0.0, 1610612739.0, 83.0, 0.59, 12.0, 0.75, 15.0, 0.667, 13.0, 33.0, 38.0, 6.0, 11.0, 18.0, 24.0, 117.0, 1.0, 2
1610612749.0, 85.0, 0.412, 22.0, 0.273, 16.0, 0.813, 9.0, 32.0, 25.0, 10.0, 4.0, 10.0, 19.0, 89.0, 0.0, 1610612739.0, 72.0, 0.417, 7.0, 0.429, 18.0, 0.722, 8.0, 38.0, 20.0, 7.0, 3.0, 21.0, 23.0, 76.0, 1.0, 1
1610612755.0, 79.0, 0.506, 10.0, 0.3, 33.0, 0.727, 12.0, 19.0, 22.0, 8.0, 6.0, 14.0, 24.0, 107.0, 0.0, 1610612739.0, 75.0, 0.533, 8.0, 0.25, 23.0, 0.696, 15.0, 23.0, 22.0, 9.0, 3.0, 21.0, 31.0, 98.0, 1.0, 1
1610612744.0, 81.0, 0.333, 12.0, 0.417, 39.0, 0.692, 13.0, 28.0, 19.0, 12.0, 6.0, 13.0, 22.0, 86.0, 0.0, 1610612739.0, 78.0, 0.487, 7.0, 0.143, 26.0, 0.731, 13.0, 42.0, 25.0, 7.0, 6.0, 20.0, 30.0, 96.0, 1.0, 2
1610612764.0, 65.0, 0.4, 4.0, 0.25, 29.0, 0.69, 12.0, 29.0, 14.0, 5.0, 5.0, 25.0, 26.0, 73.0, 0.0, 1610612739.0, 73.0, 0.411, 10.0, 0.4, 30.0, 0.733, 10.0, 31.0, 19.0, 11.0, 5.0, 17.0, 30.0, 86.0, 1.0, 2
1610612761.0, 84.0, 0.536, 13.0, 0.615, 22.0, 0.773, 14.0, 35.0, 32.0, 10.0, 6.0, 15.0, 17.0, 115.0, 0.0, 1610612739.0, 89.0, 0.449, 10.0, 0.1, 11.0, 0.636, 11.0, 23.0, 19.0, 10.0, 7.0, 12.0, 18.0, 88.0, 1.0, 1
1610612752.0, 75.0, 0.467, 11.0, 0.364, 26.0, 0.885, 14.0, 22.0, 14.0, 6.0, 6.0, 17.0, 17.0, 97.0, 0.0, 1610612739.0, 72.0, 0.569, 7.0, 0.857, 21.0, 0.524, 9.0, 19.0, 25.0, 12.0, 3.0, 17.0, 23.0, 99.0, 1.0, 2
1610612758.0, 83.0, 0.361, 16.0, 0.375, 40.0, 0.85, 14.0, 24.0, 18.0, 8.0, 6.0, 21.0, 21.0, 100.0, 0.0, 1610612739.0, 86.0, 0.465, 4.0, 0.0, 29.0, 0.759, 17.0, 34.0, 27.0, 8.0, 9.0, 21.0, 32.0, 102.0, 1.0, 2
1610612751.0, 85.0, 0.365, 10.0, 0.3, 26.0, 0.654, 12.0, 35.0, 24.0, 9.0, 8.0, 12.0, 31.0, 82.0, 0.0, 1610612739.0, 78.0, 0.41, 7.0, 0.286, 32.0, 0.625, 11.0, 41.0, 16.0, 5.0, 8.0, 19.0, 27.0, 86.0, 1.0, 2
1610612757.0, 74.0, 0.5, 5.0, 0.2, 22.0, 0.773, 15.0, 29.0, 25.0, 11.0, 8.0, 17.0, 14.0, 92.0, 0.0, 1610612741.0, 82.0, 0.427, 10.0, 0.6, 6.0, 0.833, 13.0, 23.0, 26.0, 8.0, 3.0, 16.0, 17.0, 81.0, 1.0, 1
1610612761.0, 90.0, 0.4, 10.0, 0.2, 20.0, 0.8, 20.0, 30.0, 22.0, 8.0, 2.0, 10.0, 18.0, 90.0, 0.0, 1610612741.0, 67.0, 0.448, 6.0, 0.5, 20.0, 0.85, 6.0, 28.0, 26.0, 7.0, 4.0, 16.0, 19.0, 80.0, 1.0, 1
1610612757.0, 68.0, 0.5, 11.0, 0.455, 37.0, 0.838, 9.0, 28.0, 28.0, 9.0, 4.0, 23.0, 26.0, 104.0, 0.0, 1610612741.0, 78.0, 0.487, 8.0, 0.375, 24.0, 0.875, 11.0, 21.0, 37.0, 10.0, 5.0, 16.0, 25.0, 100.0, 1.0, 1
1610612751.0, 83.0, 0.578, 15.0, 0.533, 25.0, 0.76, 14.0, 29.0, 27.0, 11.0, 6.0, 18.0, 20.0, 123.0, 0.0, 1610612741.0, 78.0, 0.538, 12.0, 0.417, 21.0, 0.667, 9.0, 21.0, 28.0, 7.0, 9.0, 17.0, 22.0, 103.0, 1.0, 1
1610612765.0, 79.0, 0.532, 16.0, 0.25, 35.0, 0.8, 13.0, 25.0, 28.0, 6.0, 1.0, 10.0, 23.0, 116.0, 0.0, 1610612741.0, 78.0, 0.538, 14.0, 0.357, 30.0, 0.7, 9.0, 26.0, 31.0, 5.0, 0.0, 11.0, 27.0, 110.0, 1.0, 1
1610612755.0, 71.0, 0.479, 9.0, 0.444, 32.0, 0.844, 10.0, 27.0, 17.0, 9.0, 4.0, 13.0, 21.0, 99.0, 0.0, 1610612741.0, 86.0, 0.372, 14.0, 0.5, 23.0, 0.739, 21.0, 26.0, 15.0, 9.0, 4.0, 17.0, 25.0, 88.0, 1.0, 1
1610612753.0, 84.0, 0.464, 21.0, 0.524, 33.0, 0.727, 16.0, 24.0, 17.0, 5.0, 6.0, 14.0, 22.0, 113.0, 0.0, 1610612741.0, 77.0, 0.468, 13.0, 0.308, 29.0, 0.966, 6.0, 27.0, 25.0, 9.0, 4.0, 11.0, 26.0, 104.0, 1.0, 1
1610612748.0, 75.0, 0.44, 12.0, 0.417, 23.0, 0.826, 9.0, 29.0, 22.0, 7.0, 2.0, 11.0, 21.0, 90.0, 0.0, 1610612741.0, 68.0, 0.456, 10.0, 0.2, 24.0, 0.708, 6.0, 28.0, 15.0, 2.0, 5.0, 11.0, 21.0, 81.0, 1.0, 1
1610612741.0, 75.0, 0.44, 5.0, 0.4, 23.0, 0.739, 5.0, 25.0, 23.0, 9.0, 4.0, 9.0, 22.0, 85.0, 0.0, 1610612766.0, 66.0, 0.47, 9.0, 0.333, 28.0, 0.75, 9.0, 33.0, 22.0, 4.0, 3.0, 16.0, 22.0, 86.0, 1.0, 2
1610612741.0, 91.0, 0.396, 6.0, 0.167, 31.0, 0.71, 13.0, 36.0, 19.0, 8.0, 6.0, 15.0, 33.0, 95.0, 0.0, 1610612766.0, 92.0, 0.37, 10.0, 0.1, 49.0, 0.673, 23.0, 40.0, 22.0, 8.0, 8.0, 15.0, 29.0, 102.0, 1.0, 2
1610612742.0, 82.0, 0.476, 22.0, 0.364, 23.0, 0.783, 12.0, 29.0, 26.0, 10.0, 4.0, 11.0, 16.0, 104.0, 0.0, 1610612741.0, 75.0, 0.507, 8.0, 0.625, 15.0, 0.667, 7.0, 28.0, 29.0, 10.0, 2.0, 17.0, 23.0, 91.0, 1.0, 1
1610612764.0, 82.0, 0.463, 9.0, 0.556, 26.0, 0.577, 19.0, 19.0, 24.0, 11.0, 2.0, 11.0, 23.0, 96.0, 0.0, 1610612741.0, 68.0, 0.559, 12.0, 0.5, 23.0, 0.696, 8.0, 27.0, 30.0, 5.0, 10.0, 15.0, 24.0, 98.0, 1.0, 2
1610612749.0, 87.0, 0.46, 16.0, 0.375, 26.0, 0.692, 13.0, 37.0, 25.0, 13.0, 8.0, 9.0, 16.0, 104.0, 0.0, 1610612741.0, 77.0, 0.338, 11.0, 0.364, 18.0, 0.778, 13.0, 34.0, 20.0, 4.0, 2.0, 19.0, 23.0, 70.0, 1.0, 1
1610612751.0, 87.0, 0.345, 16.0, 0.063, 22.0, 0.727, 10.0, 34.0, 19.0, 8.0, 1.0, 7.0, 26.0, 77.0, 0.0, 1610612741.0, 72.0, 0.403, 9.0, 0.444, 34.0, 0.706, 8.0, 41.0, 24.0, 4.0, 10.0, 13.0, 22.0, 86.0, 1.0, 2
1610612752.0, 70.0, 0.486, 11.0, 0.455, 29.0, 0.759, 8.0, 35.0, 18.0, 8.0, 2.0, 12.0, 20.0, 95.0, 0.0, 1610612741.0, 71.0, 0.352, 16.0, 0.375, 16.0, 0.75, 8.0, 26.0, 16.0, 9.0, 1.0, 14.0, 21.0, 68.0, 1.0, 1
1610612759.0, 68.0, 0.529, 11.0, 0.273, 36.0, 0.806, 6.0, 26.0, 31.0, 5.0, 6.0, 14.0, 22.0, 104.0, 0.0, 1610612741.0, 78.0, 0.538, 8.0, 0.5, 22.0, 0.773, 6.0, 23.0, 31.0, 8.0, 2.0, 13.0, 30.0, 105.0, 1.0, 2
1610612765.0, 74.0, 0.514, 12.0, 0.333, 37.0, 0.703, 10.0, 25.0, 20.0, 9.0, 1.0, 12.0, 24.0, 106.0, 0.0, 1610612741.0, 75.0, 0.467, 13.0, 0.308, 25.0, 0.76, 12.0, 27.0, 16.0, 5.0, 6.0, 20.0, 33.0, 93.0, 1.0, 1
1610612753.0, 76.0, 0.474, 13.0, 0.462, 29.0, 0.724, 7.0, 35.0, 23.0, 9.0, 6.0, 13.0, 20.0, 99.0, 0.0, 1610612741.0, 76.0, 0.421, 9.0, 0.222, 32.0, 0.688, 8.0, 29.0, 15.0, 9.0, 7.0, 12.0, 26.0, 88.0, 1.0, 1
1610612754.0, 65.0, 0.446, 9.0, 0.556, 35.0, 0.771, 9.0, 34.0, 23.0, 9.0, 7.0, 19.0, 32.0, 90.0, 0.0, 1610612741.0, 70.0, 0.4, 10.0, 0.4, 34.0, 0.735, 8.0, 24.0, 22.0, 7.0, 5.0, 14.0, 30.0, 85.0, 1.0, 1
1610612755.0, 70.0, 0.529, 13.0, 0.462, 27.0, 0.704, 10.0, 32.0, 19.0, 7.0, 3.0, 16.0, 24.0, 99.0, 0.0, 1610612741.0, 83.0, 0.446, 12.0, 0.25, 24.0, 0.583, 17.0, 19.0, 30.0, 10.0, 3.0, 10.0, 28.0, 91.0, 1.0, 1
1610612756.0, 72.0, 0.444, 16.0, 0.5, 22.0, 0.636, 9.0, 35.0, 26.0, 5.0, 2.0, 15.0, 18.0, 86.0, 0.0, 1610612741.0, 79.0, 0.43, 11.0, 0.182, 17.0, 0.588, 10.0, 30.0, 16.0, 10.0, 4.0, 14.0, 23.0, 80.0, 1.0, 1
1610612759.0, 71.0, 0.521, 18.0, 0.556, 31.0, 0.677, 12.0, 37.0, 26.0, 6.0, 9.0, 17.0, 17.0, 105.0, 0.0, 1610612741.0, 80.0, 0.425, 8.0, 0.5, 16.0, 0.563, 8.0, 24.0, 18.0, 9.0, 1.0, 13.0, 25.0, 81.0, 1.0, 1
1610612742.0, 87.0, 0.494, 10.0, 0.3, 25.0, 0.64, 15.0, 31.0, 23.0, 8.0, 7.0, 13.0, 21.0, 105.0, 0.0, 1610612741.0, 77.0, 0.442, 13.0, 0.462, 19.0, 0.632, 12.0, 28.0, 17.0, 9.0, 8.0, 20.0, 26.0, 86.0, 1.0, 1
1610612750.0, 70.0, 0.5, 7.0, 0.143, 36.0, 0.806, 5.0, 30.0, 20.0, 8.0, 9.0, 13.0, 20.0, 100.0, 0.0, 1610612741.0, 86.0, 0.43, 10.0, 0.2, 22.0, 0.636, 15.0, 27.0, 19.0, 11.0, 4.0, 14.0, 27.0, 90.0, 1.0, 1
1610612752.0, 69.0, 0.42, 11.0, 0.273, 36.0, 0.833, 10.0, 30.0, 13.0, 4.0, 3.0, 11.0, 25.0, 91.0, 0.0, 1610612741.0, 70.0, 0.371, 13.0, 0.308, 39.0, 0.769, 13.0, 25.0, 19.0, 4.0, 7.0, 11.0, 27.0, 86.0, 1.0, 1
1610612750.0, 85.0, 0.482, 12.0, 0.5, 15.0, 0.533, 18.0, 31.0, 26.0, 8.0, 4.0, 16.0, 20.0, 96.0, 0.0, 1610612741.0, 78.0, 0.41, 6.0, 0.167, 14.0, 0.786, 12.0, 29.0, 22.0, 4.0, 2.0, 17.0, 19.0, 76.0, 1.0, 1
1610612761.0, 77.0, 0.429, 12.0, 0.333, 42.0, 0.738, 14.0, 34.0, 22.0, 6.0, 9.0, 10.0, 21.0, 101.0, 0.0, 1610612741.0, 84.0, 0.429, 12.0, 0.333, 17.0, 0.765, 12.0, 27.0, 14.0, 5.0, 6.0, 13.0, 32.0, 89.0, 1.0, 1
1610612758.0, 81.0, 0.481, 11.0, 0.273, 31.0, 0.613, 13.0, 41.0, 25.0, 12.0, 5.0, 17.0, 18.0, 100.0, 0.0, 1610612741.0, 83.0, 0.349, 10.0, 0.1, 20.0, 0.6, 11.0, 31.0, 13.0, 9.0, 6.0, 20.0, 22.0, 71.0, 1.0, 1
