'TEAM_ID', 'FGA', 'FG_PCT', 'FG3A', 'FG3_PCT', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'AST', 'STL', 'BLK', 'TO', 'PF', 'PTS', 'HOME', 'TEAM_ID_O', 'FGA_O', 'FG_PCT_O', 'FG3A_O', 'FG3_PCT_O', 'FTA_O', 'FT_PCT_O', 'OREB_O', 'DREB_O', 'AST_O', 'STL_O', 'BLK_O', 'TO_O', 'PF_O', 'PTS_O', 'HOME_O'
1610612759.0, 82.0, 0.402, 18.0, 0.222, 27.0, 0.815, 13.0, 22.0, 22.0, 10.0, 8.0, 10.0, 16.0, 92.0, 0.0, 1610612743.0, 77.0, 0.545, 17.0, 0.647, 10.0, 0.7, 7.0, 30.0, 32.0, 6.0, 9.0, 13.0, 20.0, 102.0, 1.0, 2
1610612762.0, 81.0, 0.58, 10.0, 0.3, 27.0, 0.704, 10.0, 37.0, 34.0, 8.0, 5.0, 11.0, 26.0, 116.0, 0.0, 1610612743.0, 73.0, 0.37, 15.0, 0.267, 30.0, 0.667, 10.0, 24.0, 13.0, 4.0, 3.0, 15.0, 23.0, 78.0, 1.0, 1
1610612763.0, 84.0, 0.417, 15.0, 0.2, 25.0, 0.76, 15.0, 34.0, 22.0, 7.0, 3.0, 16.0, 24.0, 92.0, 0.0, 1610612743.0, 77.0, 0.481, 15.0, 0.333, 30.0, 0.533, 11.0, 31.0, 24.0, 8.0, 8.0, 14.0, 22.0, 95.0, 1.0, 2
1610612747.0, 87.0, 0.379, 19.0, 0.263, 17.0, 0.882, 15.0, 26.0, 23.0, 8.0, 3.0, 6.0, 21.0, 86.0, 0.0, 1610612743.0, 79.0, 0.418, 18.0, 0.278, 25.0, 0.64, 17.0, 38.0, 21.0, 1.0, 8.0, 15.0, 24.0, 87.0, 1.0, 2
1610612747.0, 86.0, 0.558, 15.0, 0.467, 19.0, 0.842, 15.0, 32.0, 28.0, 3.0, 5.0, 17.0, 25.0, 119.0, 0.0, 1610612743.0, 91.0, 0.429, 23.0, 0.348, 26.0, 0.654, 15.0, 23.0, 24.0, 8.0, 6.0, 10.0, 16.0, 103.0, 1.0, 1
1610612746.0, 86.0, 0.337, 20.0, 0.05, 26.0, 0.769, 16.0, 40.0, 20.0, 4.0, 4.0, 16.0, 20.0, 79.0, 0.0, 1610612743.0, 88.0, 0.432, 15.0, 0.333, 23.0, 0.609, 8.0, 35.0, 29.0, 10.0, 10.0, 11.0, 21.0, 95.0, 1.0, 2
1610612757.0, 78.0, 0.513, 11.0, 0.455, 26.0, 0.846, 9.0, 27.0, 31.0, 10.0, 7.0, 11.0, 23.0, 107.0, 0.0, 1610612743.0, 75.0, 0.413, 15.0, 0.533, 26.0, 0.808, 16.0, 26.0, 21.0, 2.0, 3.0, 21.0, 26.0, 91.0, 1.0, 1
1610612750.0, 93.0, 0.473, 9.0, 0.556, 22.0, 0.636, 18.0, 29.0, 28.0, 4.0, 12.0, 13.0, 25.0, 107.0, 0.0, 1610612743.0, 92.0, 0.457, 16.0, 0.188, 30.0, 0.733, 17.0, 31.0, 27.0, 8.0, 9.0, 10.0, 20.0, 109.0, 1.0, 2
1610612756.0, 75.0, 0.493, 16.0, 0.188, 31.0, 0.806, 11.0, 28.0, 22.0, 8.0, 7.0, 25.0, 28.0, 102.0, 0.0, 1610612743.0, 82.0, 0.402, 17.0, 0.294, 33.0, 0.848, 14.0, 22.0, 24.0, 14.0, 5.0, 20.0, 29.0, 99.0, 1.0, 1
1610612744.0, 95.0, 0.4, 12.0, 0.333, 28.0, 0.607, 16.0, 35.0, 21.0, 7.0, 14.0, 15.0, 29.0, 97.0, 0.0, 1610612743.0, 79.0, 0.405, 15.0, 0.467, 38.0, 0.789, 9.0, 33.0, 23.0, 4.0, 9.0, 14.0, 24.0, 101.0, 1.0, 2
1610612760.0, 79.0, 0.557, 12.0, 0.417, 24.0, 0.792, 10.0, 37.0, 27.0, 7.0, 4.0, 24.0, 23.0, 112.0, 0.0, 1610612743.0, 88.0, 0.443, 25.0, 0.28, 26.0, 0.538, 11.0, 22.0, 20.0, 11.0, 5.0, 13.0, 26.0, 99.0, 1.0, 1
1610612758.0, 94.0, 0.447, 21.0, 0.238, 19.0, 0.842, 15.0, 41.0, 26.0, 11.0, 9.0, 12.0, 19.0, 105.0, 0.0, 1610612744.0, 101.0, 0.317, 11.0, 0.182, 24.0, 0.542, 27.0, 31.0, 22.0, 10.0, 6.0, 14.0, 17.0, 79.0, 1.0, 1
1610612744.0, 93.0, 0.376, 16.0, 0.25, 18.0, 0.611, 15.0, 32.0, 22.0, 6.0, 6.0, 12.0, 18.0, 85.0, 0.0, 1610612766.0, 84.0, 0.429, 13.0, 0.231, 24.0, 0.75, 16.0, 39.0, 21.0, 8.0, 8.0, 15.0, 19.0, 93.0, 1.0, 2
1610612760.0, 75.0, 0.547, 19.0, 0.526, 20.0, 0.75, 6.0, 39.0, 23.0, 7.0, 5.0, 23.0, 13.0, 107.0, 0.0, 1610612744.0, 99.0, 0.444, 25.0, 0.44, 9.0, 0.667, 14.0, 30.0, 35.0, 13.0, 2.0, 12.0, 20.0, 105.0, 1.0, 1
1610612751.0, 80.0, 0.388, 14.0, 0.429, 25.0, 0.76, 10.0, 30.0, 14.0, 11.0, 2.0, 22.0, 28.0, 87.0, 0.0, 1610612744.0, 85.0, 0.459, 17.0, 0.294, 33.0, 0.788, 14.0, 36.0, 17.0, 17.0, 4.0, 18.0, 21.0, 109.0, 1.0, 2
1610612762.0, 70.0, 0.571, 8.0, 0.5, 28.0, 0.571, 10.0, 42.0, 28.0, 5.0, 15.0, 29.0, 24.0, 100.0, 0.0, 1610612744.0, 89.0, 0.315, 20.0, 0.25, 24.0, 0.708, 17.0, 21.0, 15.0, 15.0, 6.0, 14.0, 23.0, 78.0, 1.0, 1
1610612756.0, 75.0, 0.493, 13.0, 0.462, 23.0, 0.652, 9.0, 27.0, 27.0, 12.0, 2.0, 24.0, 24.0, 95.0, 0.0, 1610612744.0, 79.0, 0.443, 12.0, 0.167, 34.0, 0.912, 14.0, 32.0, 25.0, 13.0, 3.0, 16.0, 23.0, 103.0, 1.0, 2
1610612745.0, 77.0, 0.519, 21.0, 0.476, 26.0, 0.846, 9.0, 34.0, 26.0, 6.0, 0.0, 14.0, 22.0, 112.0, 0.0, 1610612744.0, 89.0, 0.461, 16.0, 0.375, 23.0, 0.696, 13.0, 27.0, 25.0, 8.0, 2.0, 13.0, 21.0, 104.0, 1.0, 1
1610612753.0, 92.0, 0.457, 14.0, 0.429, 29.0, 0.724, 15.0, 35.0, 27.0, 9.0, 4.0, 8.0, 28.0, 111.0, 0.0, 1610612744.0, 79.0, 0.443, 15.0, 0.333, 28.0, 0.679, 8.0, 40.0, 18.0, 3.0, 4.0, 17.0, 24.0, 94.0, 1.0, 1
1610612748.0, 72.0, 0.403, 20.0, 0.2, 29.0, 0.897, 7.0, 29.0, 20.0, 13.0, 9.0, 10.0, 15.0, 88.0, 0.0, 1610612744.0, 79.0, 0.43, 12.0, 0.167, 10.0, 0.8, 12.0, 34.0, 16.0, 4.0, 4.0, 18.0, 19.0, 78.0, 1.0, 1
1610612751.0, 74.0, 0.459, 12.0, 0.5, 33.0, 0.697, 8.0, 32.0, 25.0, 9.0, 5.0, 17.0, 28.0, 97.0, 0.0, 1610612744.0, 77.0, 0.377, 11.0, 0.273, 40.0, 0.775, 15.0, 31.0, 21.0, 12.0, 4.0, 17.0, 29.0, 92.0, 1.0, 1
1610612763.0, 84.0, 0.488, 8.0, 0.125, 22.0, 0.818, 11.0, 24.0, 30.0, 7.0, 5.0, 20.0, 30.0, 101.0, 0.0, 1610612744.0, 80.0, 0.45, 8.0, 0.0, 42.0, 0.714, 18.0, 27.0, 20.0, 9.0, 1.0, 20.0, 19.0, 102.0, 1.0, 2
1610612762.0, 82.0, 0.427, 15.0, 0.533, 15.0, 0.733, 14.0, 26.0, 28.0, 5.0, 1.0, 15.0, 23.0, 89.0, 0.0, 1610612744.0, 77.0, 0.532, 11.0, 0.364, 24.0, 0.583, 12.0, 32.0, 25.0, 9.0, 2.0, 12.0, 20.0, 100.0, 1.0, 2
1610612755.0, 85.0, 0.529, 13.0, 0.462, 25.0, 0.88, 19.0, 27.0, 18.0, 7.0, 3.0, 16.0, 19.0, 118.0, 0.0, 1610612744.0, 87.0, 0.494, 17.0, 0.529, 19.0, 0.789, 12.0, 23.0, 25.0, 9.0, 1.0, 11.0, 21.0, 110.0, 1.0, 1
1610612745.0, 84.0, 0.44, 16.0, 0.25, 12.0, 0.75, 13.0, 31.0, 20.0, 5.0, 8.0, 17.0, 19.0, 87.0, 0.0, 1610612744.0, 79.0, 0.443, 11.0, 0.455, 26.0, 0.769, 11.0, 32.0, 19.0, 12.0, 2.0, 17.0, 16.0, 95.0, 1.0, 2
1610612759.0, 82.0, 0.488, 20.0, 0.3, 24.0, 0.792, 12.0, 37.0, 24.0, 7.0, 9.0, 16.0, 18.0, 105.0, 0.0, 1610612744.0, 93.0, 0.355, 9.0, 0.222, 23.0, 0.826, 20.0, 30.0, 15.0, 10.0, 3.0, 14.0, 18.0, 87.0, 1.0, 1
1610612750.0, 91.0, 0.451, 13.0, 0.308, 17.0, 0.765, 21.0, 26.0, 26.0, 5.0, 6.0, 17.0, 31.0, 99.0, 0.0, 1610612744.0, 85.0, 0.518, 11.0, 0.273, 38.0, 0.763, 16.0, 26.0, 29.0, 15.0, 7.0, 11.0, 17.0, 120.0, 1.0, 2
1610612748.0, 71.0, 0.437, 19.0, 0.263, 34.0, 0.765, 10.0, 31.0, 26.0, 12.0, 1.0, 15.0, 22.0, 93.0, 0.0, 1610612744.0, 76.0, 0.461, 13.0, 0.0, 19.0, 0.789, 9.0, 28.0, 19.0, 11.0, 3.0, 19.0, 26.0, 85.0, 1.0, 1
1610612745.0, 72.0, 0.486, 14.0, 0.357, 29.0, 0.793, 10.0, 34.0, 27.0, 7.0, 4.0, 21.0, 18.0, 98.0, 0.0, 1610612744.0, 100.0, 0.4, 9.0, 0.111, 17.0, 0.824, 21.0, 25.0, 26.0, 9.0, 3.0, 9.0, 19.0, 95.0, 1.0, 1
1610612757.0, 79.0, 0.494, 10.0, 0.3, 25.0, 0.8, 12.0, 30.0, 31.0, 9.0, 5.0, 14.0, 17.0, 101.0, 0.0, 1610612744.0, 89.0, 0.404, 15.0, 0.4, 22.0, 0.682, 22.0, 27.0, 23.0, 6.0, 4.0, 18.0, 25.0, 93.0, 1.0, 1
1610612762.0, 81.0, 0.543, 8.0, 0.375, 44.0, 0.773, 16.0, 26.0, 31.0, 9.0, 8.0, 15.0, 23.0, 125.0, 0.0, 1610612744.0, 90.0, 0.5, 18.0, 0.278, 26.0, 0.731, 16.0, 20.0, 24.0, 10.0, 3.0, 16.0, 30.0, 114.0, 1.0, 1
1610612761.0, 88.0, 0.477, 9.0, 0.333, 25.0, 0.84, 23.0, 29.0, 28.0, 7.0, 2.0, 21.0, 22.0, 108.0, 0.0, 1610612744.0, 87.0, 0.414, 11.0, 0.273, 27.0, 0.63, 18.0, 18.0, 23.0, 6.0, 4.0, 20.0, 25.0, 92.0, 1.0, 1
1610612747.0, 92.0, 0.543, 16.0, 0.313, 21.0, 0.81, 16.0, 27.0, 33.0, 10.0, 9.0, 20.0, 27.0, 122.0, 0.0, 1610612744.0, 94.0, 0.521, 12.0, 0.5, 30.0, 0.7, 14.0, 23.0, 34.0, 12.0, 7.0, 18.0, 25.0, 125.0, 1.0, 2
1610612760.0, 76.0, 0.566, 8.0, 0.5, 32.0, 0.875, 10.0, 32.0, 26.0, 10.0, 8.0, 12.0, 22.0, 118.0, 0.0, 1610612744.0, 91.0, 0.462, 15.0, 0.2, 21.0, 0.714, 15.0, 22.0, 30.0, 6.0, 5.0, 12.0, 23.0, 102.0, 1.0, 1
1610612754.0, 91.0, 0.418, 16.0, 0.375, 24.0, 0.542, 21.0, 33.0, 22.0, 12.0, 1.0, 15.0, 21.0, 95.0, 0.0, 1610612744.0, 76.0, 0.474, 16.0, 0.313, 32.0, 0.688, 12.0, 32.0, 16.0, 9.0, 9.0, 16.0, 22.0, 99.0, 1.0, 2
1610612746.0, 77.0, 0.519, 14.0, 0.429, 28.0, 0.714, 10.0, 32.0, 26.0, 9.0, 6.0, 12.0, 24.0, 106.0, 0.0, 1610612744.0, 80.0, 0.375, 9.0, 0.333, 28.0, 0.714, 15.0, 22.0, 18.0, 5.0, 3.0, 15.0, 24.0, 83.0, 1.0, 1
1610612750.0, 88.0, 0.386, 20.0, 0.25, 24.0, 0.833, 17.0, 24.0, 23.0, 6.0, 4.0, 16.0, 35.0, 93.0, 0.0, 1610612744.0, 75.0, 0.573, 8.0, 0.25, 45.0, 0.578, 12.0, 34.0, 34.0, 11.0, 7.0, 12.0, 24.0, 114.0, 1.0, 2
1610612756.0, 93.0, 0.333, 10.0, 0.1, 24.0, 0.708, 17.0, 38.0, 20.0, 7.0, 6.0, 11.0, 14.0, 80.0, 0.0, 1610612744.0, 86.0, 0.372, 10.0, 0.4, 12.0, 0.5, 12.0, 38.0, 16.0, 6.0, 10.0, 15.0, 23.0, 74.0, 1.0, 1
1610612747.0, 78.0, 0.564, 16.0, 0.563, 23.0, 0.609, 10.0, 36.0, 26.0, 12.0, 11.0, 24.0, 20.0, 111.0, 0.0, 1610612744.0, 93.0, 0.376, 10.0, 0.4, 19.0, 0.895, 18.0, 23.0, 19.0, 10.0, 0.0, 19.0, 25.0, 91.0, 1.0, 1
1610612752.0, 74.0, 0.459, 15.0, 0.4, 17.0, 0.824, 8.0, 34.0, 21.0, 10.0, 6.0, 9.0, 19.0, 88.0, 0.0, 1610612744.0, 84.0, 0.345, 14.0, 0.214, 19.0, 0.526, 13.0, 28.0, 17.0, 5.0, 3.0, 10.0, 14.0, 71.0, 1.0, 1
1610612754.0, 91.0, 0.385, 17.0, 0.412, 15.0, 0.867, 17.0, 28.0, 23.0, 10.0, 7.0, 10.0, 19.0, 90.0, 0.0, 1610612744.0, 79.0, 0.43, 7.0, 0.143, 25.0, 0.92, 15.0, 31.0, 20.0, 6.0, 9.0, 15.0, 20.0, 92.0, 1.0, 2
1610612750.0, 79.0, 0.468, 14.0, 0.357, 16.0, 0.813, 10.0, 40.0, 22.0, 9.0, 10.0, 23.0, 20.0, 92.0, 0.0, 1610612744.0, 90.0, 0.378, 13.0, 0.385, 22.0, 0.773, 13.0, 27.0, 22.0, 18.0, 3.0, 11.0, 18.0, 90.0, 1.0, 1
1610612753.0, 94.0, 0.436, 12.0, 0.417, 21.0, 0.857, 13.0, 26.0, 29.0, 17.0, 10.0, 17.0, 24.0, 105.0, 0.0, 1610612744.0, 80.0, 0.5, 13.0, 0.154, 26.0, 0.654, 13.0, 36.0, 27.0, 8.0, 5.0, 30.0, 29.0, 99.0, 1.0, 1
1610612758.0, 84.0, 0.452, 18.0, 0.278, 47.0, 0.702, 10.0, 28.0, 29.0, 7.0, 6.0, 15.0, 26.0, 114.0, 0.0, 1610612744.0, 91.0, 0.429, 12.0, 0.333, 36.0, 0.694, 18.0, 37.0, 21.0, 7.0, 1.0, 20.0, 32.0, 107.0, 1.0, 1
1610612758.0, 96.0, 0.5, 20.0, 0.4, 18.0, 0.611, 8.0, 36.0, 34.0, 14.0, 6.0, 15.0, 21.0, 115.0, 0.0, 1610612744.0, 79.0, 0.418, 4.0, 0.25, 25.0, 0.68, 9.0, 37.0, 20.0, 5.0, 3.0, 31.0, 18.0, 84.0, 1.0, 1
1610612759.0, 82.0, 0.5, 11.0, 0.636, 38.0, 0.737, 15.0, 38.0, 24.0, 3.0, 7.0, 16.0, 19.0, 117.0, 0.0, 1610612744.0, 105.0, 0.41, 16.0, 0.438, 22.0, 0.545, 21.0, 25.0, 22.0, 9.0, 7.0, 7.0, 22.0, 105.0, 1.0, 1
1610612756.0, 91.0, 0.396, 21.0, 0.286, 20.0, 0.8, 11.0, 33.0, 25.0, 12.0, 3.0, 16.0, 28.0, 94.0, 0.0, 1610612744.0, 79.0, 0.405, 8.0, 0.5, 38.0, 0.737, 14.0, 41.0, 18.0, 11.0, 5.0, 21.0, 22.0, 96.0, 1.0, 2
1610612748.0, 84.0, 0.512, 12.0, 0.5, 18.0, 0.611, 8.0, 32.0, 25.0, 4.0, 5.0, 8.0, 23.0, 103.0, 0.0, 1610612745.0, 83.0, 0.337, 22.0, 0.136, 35.0, 0.743, 16.0, 32.0, 13.0, 4.0, 3.0, 10.0, 15.0, 85.0, 1.0, 1
1610612745.0, 73.0, 0.589, 17.0, 0.647, 16.0, 0.813, 5.0, 23.0, 28.0, 8.0, 4.0, 13.0, 21.0, 110.0, 0.0, 1610612766.0, 68.0, 0.515, 12.0, 0.333, 27.0, 0.852, 8.0, 23.0, 27.0, 10.0, 2.0, 15.0, 19.0, 97.0, 1.0, 1
1610612763.0, 85.0, 0.471, 11.0, 0.182, 13.0, 0.538, 8.0, 27.0, 23.0, 5.0, 2.0, 10.0, 20.0, 89.0, 0.0, 1610612745.0, 85.0, 0.494, 18.0, 0.278, 24.0, 0.708, 18.0, 35.0, 28.0, 8.0, 5.0, 13.0, 16.0, 106.0, 1.0, 2
1610612755.0, 85.0, 0.365, 16.0, 0.125, 31.0, 0.677, 11.0, 46.0, 11.0, 8.0, 9.0, 17.0, 20.0, 85.0, 0.0, 1610612745.0, 100.0, 0.34, 24.0, 0.25, 14.0, 0.714, 13.0, 41.0, 15.0, 11.0, 10.0, 16.0, 24.0, 84.0, 1.0, 1
1610612747.0, 88.0, 0.545, 11.0, 0.273, 28.0, 0.536, 14.0, 32.0, 26.0, 4.0, 4.0, 4.0, 21.0, 114.0, 0.0, 1610612745.0, 77.0, 0.442, 23.0, 0.435, 29.0, 0.793, 7.0, 27.0, 22.0, 3.0, 1.0, 10.0, 22.0, 101.0, 1.0, 1
1610612761.0, 86.0, 0.453, 10.0, 0.2, 30.0, 0.633, 9.0, 26.0, 24.0, 7.0, 1.0, 3.0, 24.0, 99.0, 0.0, 1610612745.0, 77.0, 0.532, 18.0, 0.556, 32.0, 0.688, 10.0, 34.0, 25.0, 2.0, 1.0, 12.0, 23.0, 114.0, 1.0, 2
1610612762.0, 92.0, 0.5, 7.0, 0.429, 27.0, 0.778, 17.0, 34.0, 33.0, 2.0, 3.0, 13.0, 29.0, 116.0, 0.0, 1610612745.0, 82.0, 0.439, 23.0, 0.304, 32.0, 0.781, 8.0, 31.0, 14.0, 5.0, 1.0, 10.0, 25.0, 104.0, 1.0, 1
1610612758.0, 85.0, 0.376, 9.0, 0.111, 24.0, 0.792, 12.0, 33.0, 19.0, 11.0, 4.0, 12.0, 21.0, 84.0, 0.0, 1610612745.0, 81.0, 0.395, 14.0, 0.214, 17.0, 0.824, 10.0, 36.0, 15.0, 9.0, 8.0, 18.0, 19.0, 81.0, 1.0, 1
1610612752.0, 77.0, 0.312, 17.0, 0.235, 26.0, 0.885, 11.0, 36.0, 9.0, 6.0, 6.0, 13.0, 18.0, 75.0, 0.0, 1610612745.0, 67.0, 0.373, 30.0, 0.4, 20.0, 0.7, 4.0, 38.0, 15.0, 9.0, 0.0, 18.0, 27.0, 76.0, 1.0, 2
1610612761.0, 89.0, 0.393, 14.0, 0.357, 23.0, 0.696, 21.0, 25.0, 21.0, 7.0, 3.0, 10.0, 19.0, 91.0, 0.0, 1610612745.0, 81.0, 0.531, 20.0, 0.65, 17.0, 0.647, 9.0, 25.0, 23.0, 5.0, 4.0, 8.0, 17.0, 110.0, 1.0, 2
1610612762.0, 81.0, 0.432, 10.0, 0.5, 29.0, 0.828, 13.0, 26.0, 24.0, 10.0, 8.0, 12.0, 23.0, 99.0, 0.0, 1610612745.0, 72.0, 0.417, 23.0, 0.435, 29.0, 0.931, 13.0, 28.0, 16.0, 4.0, 5.0, 17.0, 25.0, 97.0, 1.0, 1
1610612745.0, 81.0, 0.481, 20.0, 0.3, 30.0, 0.767, 13.0, 33.0, 19.0, 8.0, 5.0, 14.0, 17.0, 107.0, 0.0, 1610612765.0, 85.0, 0.435, 15.0, 0.4, 22.0, 0.773, 10.0, 23.0, 17.0, 8.0, 6.0, 13.0, 24.0, 97.0, 1.0, 1
1610612750.0, 82.0, 0.5, 9.0, 0.333, 27.0, 0.778, 11.0, 36.0, 35.0, 6.0, 2.0, 8.0, 29.0, 106.0, 0.0, 1610612745.0, 77.0, 0.403, 17.0, 0.353, 37.0, 0.757, 10.0, 26.0, 16.0, 4.0, 3.0, 11.0, 19.0, 96.0, 1.0, 1
1610612760.0, 90.0, 0.489, 12.0, 0.333, 26.0, 0.577, 18.0, 33.0, 19.0, 7.0, 4.0, 10.0, 11.0, 107.0, 0.0, 1610612745.0, 91.0, 0.451, 13.0, 0.077, 11.0, 0.818, 14.0, 28.0, 19.0, 6.0, 3.0, 13.0, 22.0, 92.0, 1.0, 1
1610612759.0, 79.0, 0.481, 14.0, 0.5, 27.0, 0.741, 13.0, 32.0, 19.0, 8.0, 7.0, 10.0, 17.0, 103.0, 0.0, 1610612745.0, 87.0, 0.437, 10.0, 0.3, 28.0, 0.571, 16.0, 29.0, 15.0, 8.0, 3.0, 12.0, 25.0, 95.0, 1.0, 1
1610612747.0, 71.0, 0.549, 7.0, 0.429, 36.0, 0.5, 11.0, 24.0, 21.0, 6.0, 3.0, 13.0, 18.0, 99.0, 0.0, 1610612745.0, 77.0, 0.481, 7.0, 0.714, 22.0, 0.682, 14.0, 28.0, 18.0, 9.0, 4.0, 15.0, 28.0, 94.0, 1.0, 1
1610612759.0, 77.0, 0.455, 12.0, 0.5, 24.0, 0.417, 15.0, 32.0, 15.0, 12.0, 7.0, 12.0, 19.0, 86.0, 0.0, 1610612745.0, 77.0, 0.416, 9.0, 0.333, 19.0, 0.632, 14.0, 30.0, 17.0, 3.0, 5.0, 17.0, 18.0, 79.0, 1.0, 1
1610612763.0, 80.0, 0.375, 12.0, 0.25, 15.0, 0.8, 9.0, 29.0, 18.0, 5.0, 5.0, 8.0, 14.0, 75.0, 0.0, 1610612745.0, 81.0, 0.407, 23.0, 0.261, 14.0, 0.714, 12.0, 39.0, 17.0, 3.0, 9.0, 14.0, 12.0, 82.0, 1.0, 2
1610612760.0, 80.0, 0.55, 8.0, 0.125, 21.0, 0.714, 11.0, 33.0, 24.0, 3.0, 6.0, 15.0, 26.0, 104.0, 0.0, 1610612745.0, 85.0, 0.459, 23.0, 0.478, 29.0, 0.759, 8.0, 24.0, 24.0, 6.0, 6.0, 9.0, 26.0, 111.0, 1.0, 2
1610612758.0, 84.0, 0.476, 17.0, 0.471, 26.0, 0.885, 13.0, 31.0, 24.0, 8.0, 6.0, 15.0, 26.0, 111.0, 0.0, 1610612745.0, 76.0, 0.447, 13.0, 0.154, 36.0, 0.778, 10.0, 27.0, 20.0, 12.0, 9.0, 15.0, 20.0, 98.0, 1.0, 1
1610612757.0, 73.0, 0.493, 11.0, 0.455, 26.0, 0.731, 10.0, 26.0, 22.0, 12.0, 5.0, 11.0, 16.0, 96.0, 0.0, 1610612745.0, 70.0, 0.486, 18.0, 0.5, 12.0, 0.667, 9.0, 26.0, 18.0, 8.0, 5.0, 18.0, 21.0, 85.0, 1.0, 1
1610612758.0, 84.0, 0.44, 15.0, 0.467, 9.0, 0.778, 11.0, 28.0, 16.0, 10.0, 7.0, 14.0, 23.0, 88.0, 0.0, 1610612745.0, 75.0, 0.387, 14.0, 0.429, 20.0, 0.85, 13.0, 34.0, 14.0, 4.0, 6.0, 21.0, 15.0, 81.0, 1.0, 1
1610612748.0, 66.0, 0.348, 13.0, 0.308, 34.0, 0.882, 9.0, 23.0, 10.0, 8.0, 0.0, 12.0, 24.0, 80.0, 0.0, 1610612745.0, 66.0, 0.485, 13.0, 0.462, 23.0, 0.913, 9.0, 33.0, 14.0, 8.0, 3.0, 12.0, 23.0, 91.0, 1.0, 2
1610612754.0, 73.0, 0.493, 13.0, 0.462, 18.0, 0.611, 12.0, 27.0, 23.0, 4.0, 5.0, 13.0, 19.0, 89.0, 0.0, 1610612745.0, 79.0, 0.506, 17.0, 0.588, 13.0, 0.846, 10.0, 27.0, 24.0, 6.0, 2.0, 10.0, 16.0, 101.0, 1.0, 2
1610612756.0, 75.0, 0.4, 8.0, 0.25, 30.0, 0.9, 14.0, 26.0, 19.0, 7.0, 6.0, 17.0, 23.0, 89.0, 0.0, 1610612745.0, 79.0, 0.443, 12.0, 0.25, 25.0, 0.84, 13.0, 30.0, 16.0, 9.0, 4.0, 19.0, 28.0, 94.0, 1.0, 2
1610612745.0, 74.0, 0.473, 12.0, 0.167, 14.0, 0.857, 7.0, 30.0, 19.0, 7.0, 6.0, 9.0, 12.0, 84.0, 0.0, 1610612766.0, 82.0, 0.439, 9.0, 0.333, 10.0, 0.5, 16.0, 26.0, 21.0, 5.0, 4.0, 13.0, 12.0, 80.0, 1.0, 1
1610612747.0, 85.0, 0.459, 13.0, 0.538, 29.0, 0.69, 16.0, 30.0, 18.0, 5.0, 8.0, 16.0, 33.0, 105.0, 0.0, 1610612745.0, 73.0, 0.425, 14.0, 0.286, 41.0, 0.805, 12.0, 24.0, 12.0, 7.0, 5.0, 14.0, 24.0, 99.0, 1.0, 1
1610612757.0, 71.0, 0.606, 9.0, 0.778, 28.0, 0.643, 3.0, 36.0, 31.0, 7.0, 6.0, 15.0, 19.0, 111.0, 0.0, 1610612745.0, 78.0, 0.474, 11.0, 0.182, 14.0, 0.857, 5.0, 20.0, 18.0, 10.0, 2.0, 13.0, 23.0, 88.0, 1.0, 1
1610612763.0, 67.0, 0.463, 8.0, 0.5, 14.0, 0.857, 7.0, 25.0, 14.0, 5.0, 1.0, 19.0, 24.0, 78.0, 0.0, 1610612745.0, 68.0, 0.456, 13.0, 0.385, 24.0, 0.75, 10.0, 25.0, 23.0, 7.0, 2.0, 20.0, 18.0, 85.0, 1.0, 2
1610612747.0, 67.0, 0.418, 15.0, 0.267, 23.0, 0.609, 7.0, 26.0, 15.0, 9.0, 7.0, 19.0, 20.0, 74.0, 0.0, 1610612745.0, 71.0, 0.408, 15.0, 0.267, 23.0, 0.957, 12.0, 31.0, 18.0, 11.0, 1.0, 19.0, 20.0, 84.0, 1.0, 2
1610612756.0, 78.0, 0.474, 17.0, 0.353, 28.0, 0.857, 12.0, 24.0, 23.0, 7.0, 5.0, 11.0, 29.0, 104.0, 0.0, 1610612745.0, 74.0, 0.446, 13.0, 0.462, 37.0, 0.73, 16.0, 23.0, 20.0, 6.0, 4.0, 15.0, 21.0, 99.0, 1.0, 1
1610612746.0, 68.0, 0.441, 14.0, 0.357, 27.0, 0.444, 8.0, 37.0, 20.0, 7.0, 3.0, 20.0, 16.0, 77.0, 0.0, 1610612745.0, 84.0, 0.345, 17.0, 0.294, 15.0, 0.733, 11.0, 29.0, 18.0, 12.0, 3.0, 12.0, 22.0, 74.0, 1.0, 1
1610612749.0, 75.0, 0.453, 9.0, 0.333, 26.0, 0.846, 11.0, 26.0, 15.0, 3.0, 6.0, 14.0, 25.0, 93.0, 0.0, 1610612745.0, 75.0, 0.507, 27.0, 0.444, 32.0, 0.844, 9.0, 27.0, 21.0, 5.0, 6.0, 14.0, 30.0, 115.0, 1.0, 2
1610612750.0, 88.0, 0.489, 11.0, 0.545, 16.0, 0.875, 13.0, 31.0, 29.0, 7.0, 1.0, 15.0, 25.0, 106.0, 0.0, 1610612745.0, 74.0, 0.459, 9.0, 0.222, 40.0, 0.7, 11.0, 27.0, 18.0, 9.0, 7.0, 18.0, 17.0, 98.0, 1.0, 1
