TEAM_ID, FGA ,FG_PCT, FG3A, FG3_PCT, FTA, FT_PCT, OREB, DREB, AST, STL, BLK, TO, PF, PTS, HOME, TEAM_ID_O, FGA_O, FG_PCT_O, FG3A_O, FG3_PCT_O, FTA_O, FT_PCT_O, OREB_O, DREB_O, AST_O ,STL_O, BLK_O, TO_O, PF_O, PTS_O, HOME_O, LABEL
1610612743.0, 84.0, 0.512, 36.0, 0.444, 16.0, 0.813, 3.0, 30.0, 25.0, 8.0, 3.0, 13.0, 24.0, 115.0, 0.0, 1610612737.0, 81.0, 0.519, 34.0, 0.353, 33.0, 0.818, 10.0, 34.0, 29.0, 6.0, 4.0, 11.0, 20.0, 123.0, 1.0, 2
1610612738.0, 90.0, 0.556, 35.0, 0.4, 10.0, 0.7, 9.0, 35.0, 26.0, 8.0, 12.0, 18.0, 21.0, 121.0, 0.0, 1610612737.0, 90.0, 0.422, 30.0, 0.333, 25.0, 0.92, 13.0, 28.0, 21.0, 14.0, 6.0, 13.0, 14.0, 109.0, 1.0, 1
1610612738.0, 86.0, 0.465, 31.0, 0.323, 27.0, 0.889, 11.0, 26.0, 22.0, 9.0, 3.0, 16.0, 27.0, 114.0, 0.0, 1610612737.0, 77.0, 0.571, 24.0, 0.333, 31.0, 0.839, 8.0, 29.0, 19.0, 8.0, 2.0, 14.0, 18.0, 122.0, 1.0, 2
1610612752.0, 83.0, 0.506, 34.0, 0.5, 27.0, 0.815, 10.0, 32.0, 22.0, 5.0, 6.0, 8.0, 22.0, 123.0, 0.0, 1610612737.0, 85.0, 0.424, 33.0, 0.333, 32.0, 0.906, 11.0, 31.0, 17.0, 5.0, 6.0, 11.0, 19.0, 112.0, 1.0, 1
1610612754.0, 89.0, 0.506, 31.0, 0.387, 27.0, 0.852, 7.0, 36.0, 34.0, 8.0, 6.0, 9.0, 21.0, 125.0, 0.0, 1610612737.0, 90.0, 0.478, 31.0, 0.29, 23.0, 0.783, 7.0, 31.0, 35.0, 5.0, 4.0, 11.0, 24.0, 113.0, 1.0, 1
1610612759.0, 85.0, 0.529, 31.0, 0.387, 28.0, 0.821, 8.0, 38.0, 27.0, 6.0, 6.0, 13.0, 25.0, 125.0, 0.0, 1610612737.0, 90.0, 0.433, 32.0, 0.344, 33.0, 0.758, 10.0, 31.0, 22.0, 10.0, 4.0, 12.0, 17.0, 114.0, 1.0, 1
1610612742.0, 84.0, 0.512, 35.0, 0.4, 20.0, 0.9, 4.0, 33.0, 25.0, 3.0, 3.0, 9.0, 24.0, 118.0, 0.0, 1610612737.0, 88.0, 0.455, 39.0, 0.359, 28.0, 0.821, 9.0, 33.0, 27.0, 7.0, 4.0, 9.0, 20.0, 117.0, 1.0, 1
1610612761.0, 97.0, 0.423, 38.0, 0.342, 34.0, 0.765, 14.0, 24.0, 24.0, 9.0, 5.0, 6.0, 27.0, 121.0, 0.0, 1610612737.0, 74.0, 0.568, 36.0, 0.528, 33.0, 0.879, 4.0, 39.0, 31.0, 1.0, 10.0, 18.0, 25.0, 132.0, 1.0, 2
1610612762.0, 91.0, 0.484, 27.0, 0.481, 13.0, 0.846, 12.0, 40.0, 19.0, 7.0, 4.0, 14.0, 20.0, 112.0, 0.0, 1610612737.0, 98.0, 0.327, 31.0, 0.29, 19.0, 0.947, 18.0, 31.0, 19.0, 8.0, 1.0, 11.0, 15.0, 91.0, 1.0, 1
1610612742.0, 93.0, 0.462, 40.0, 0.325, 25.0, 0.92, 13.0, 32.0, 27.0, 8.0, 7.0, 10.0, 19.0, 122.0, 0.0, 1610612737.0, 90.0, 0.5, 38.0, 0.368, 17.0, 0.706, 13.0, 33.0, 31.0, 6.0, 4.0, 16.0, 20.0, 116.0, 1.0, 1
1610612747.0, 77.0, 0.519, 23.0, 0.304, 24.0, 0.833, 4.0, 27.0, 24.0, 10.0, 7.0, 11.0, 20.0, 107.0, 0.0, 1610612737.0, 78.0, 0.474, 29.0, 0.379, 17.0, 0.824, 6.0, 30.0, 27.0, 8.0, 3.0, 17.0, 21.0, 99.0, 1.0, 1
1610612764.0, 85.0, 0.365, 28.0, 0.25, 38.0, 0.816, 13.0, 34.0, 13.0, 6.0, 4.0, 12.0, 27.0, 100.0, 0.0, 1610612737.0, 87.0, 0.448, 37.0, 0.324, 34.0, 0.765, 12.0, 35.0, 16.0, 5.0, 4.0, 13.0, 30.0, 116.0, 1.0, 2
1610612751.0, 98.0, 0.531, 32.0, 0.344, 20.0, 0.85, 11.0, 25.0, 29.0, 7.0, 10.0, 9.0, 25.0, 132.0, 0.0, 1610612737.0, 94.0, 0.479, 33.0, 0.394, 28.0, 0.893, 12.0, 25.0, 29.0, 3.0, 7.0, 9.0, 18.0, 128.0, 1.0, 1
1610612746.0, 89.0, 0.404, 26.0, 0.308, 22.0, 0.864, 13.0, 33.0, 23.0, 11.0, 4.0, 12.0, 19.0, 99.0, 0.0, 1610612737.0, 80.0, 0.463, 26.0, 0.385, 25.0, 0.96, 9.0, 37.0, 20.0, 7.0, 9.0, 14.0, 17.0, 108.0, 1.0, 2
1610612749.0, 91.0, 0.549, 31.0, 0.323, 27.0, 0.704, 16.0, 36.0, 32.0, 4.0, 2.0, 16.0, 16.0, 129.0, 0.0, 1610612737.0, 83.0, 0.506, 39.0, 0.359, 22.0, 0.773, 5.0, 22.0, 27.0, 8.0, 4.0, 9.0, 23.0, 115.0, 1.0, 1
1610612750.0, 93.0, 0.43, 32.0, 0.25, 12.0, 0.833, 10.0, 30.0, 30.0, 14.0, 8.0, 13.0, 21.0, 98.0, 0.0, 1610612737.0, 83.0, 0.458, 35.0, 0.429, 30.0, 0.833, 13.0, 42.0, 21.0, 9.0, 12.0, 16.0, 16.0, 116.0, 1.0, 2
1610612765.0, 97.0, 0.454, 31.0, 0.323, 19.0, 0.895, 7.0, 35.0, 22.0, 9.0, 3.0, 13.0, 28.0, 115.0, 0.0, 1610612737.0, 100.0, 0.44, 23.0, 0.391, 38.0, 0.684, 23.0, 40.0, 21.0, 6.0, 10.0, 13.0, 15.0, 123.0, 1.0, 2
1610612750.0, 91.0, 0.396, 37.0, 0.378, 16.0, 0.688, 9.0, 30.0, 22.0, 16.0, 6.0, 18.0, 21.0, 97.0, 0.0, 1610612737.0, 79.0, 0.468, 28.0, 0.393, 25.0, 0.92, 7.0, 41.0, 32.0, 15.0, 8.0, 24.0, 17.0, 108.0, 1.0, 2
1610612757.0, 103.0, 0.388, 44.0, 0.341, 20.0, 0.85, 17.0, 38.0, 18.0, 6.0, 8.0, 7.0, 20.0, 112.0, 0.0, 1610612737.0, 87.0, 0.437, 30.0, 0.2, 28.0, 0.857, 7.0, 41.0, 24.0, 4.0, 6.0, 13.0, 22.0, 106.0, 1.0, 1
1610612762.0, 92.0, 0.467, 44.0, 0.455, 14.0, 0.714, 12.0, 41.0, 27.0, 7.0, 6.0, 19.0, 18.0, 116.0, 0.0, 1610612737.0, 92.0, 0.413, 28.0, 0.179, 15.0, 0.733, 8.0, 33.0, 21.0, 6.0, 1.0, 15.0, 16.0, 92.0, 1.0, 1
1610612755.0, 92.0, 0.402, 36.0, 0.222, 13.0, 0.923, 9.0, 41.0, 20.0, 2.0, 12.0, 9.0, 17.0, 94.0, 0.0, 1610612737.0, 99.0, 0.374, 44.0, 0.386, 27.0, 0.778, 14.0, 44.0, 20.0, 7.0, 3.0, 8.0, 13.0, 112.0, 1.0, 2
1610612766.0, 77.0, 0.519, 33.0, 0.455, 24.0, 0.75, 6.0, 35.0, 27.0, 11.0, 7.0, 15.0, 19.0, 113.0, 0.0, 1610612737.0, 89.0, 0.382, 45.0, 0.311, 28.0, 0.821, 17.0, 30.0, 25.0, 10.0, 4.0, 14.0, 22.0, 105.0, 1.0, 1
1610612766.0, 85.0, 0.376, 36.0, 0.306, 33.0, 0.818, 8.0, 41.0, 22.0, 11.0, 7.0, 9.0, 14.0, 102.0, 0.0, 1610612737.0, 96.0, 0.375, 40.0, 0.175, 18.0, 0.833, 12.0, 45.0, 25.0, 6.0, 1.0, 13.0, 25.0, 94.0, 1.0, 1
1610612752.0, 85.0, 0.506, 21.0, 0.333, 25.0, 0.8, 11.0, 34.0, 26.0, 9.0, 6.0, 15.0, 21.0, 113.0, 0.0, 1610612737.0, 87.0, 0.46, 31.0, 0.323, 23.0, 0.783, 10.0, 30.0, 24.0, 4.0, 2.0, 12.0, 21.0, 108.0, 1.0, 1
1610612739.0, 91.0, 0.418, 29.0, 0.241, 17.0, 0.765, 15.0, 31.0, 19.0, 10.0, 2.0, 15.0, 21.0, 96.0, 0.0, 1610612737.0, 85.0, 0.412, 32.0, 0.344, 19.0, 0.526, 15.0, 33.0, 22.0, 9.0, 5.0, 20.0, 20.0, 91.0, 1.0, 1
1610612751.0, 86.0, 0.407, 37.0, 0.189, 23.0, 0.826, 10.0, 35.0, 19.0, 6.0, 6.0, 15.0, 16.0, 96.0, 0.0, 1610612737.0, 93.0, 0.462, 39.0, 0.41, 14.0, 0.857, 10.0, 38.0, 24.0, 8.0, 3.0, 9.0, 20.0, 114.0, 1.0, 2
1610612751.0, 100.0, 0.54, 41.0, 0.463, 23.0, 0.783, 9.0, 31.0, 30.0, 6.0, 3.0, 8.0, 24.0, 145.0, 0.0, 1610612737.0, 99.0, 0.475, 46.0, 0.391, 35.0, 0.829, 17.0, 37.0, 27.0, 5.0, 2.0, 12.0, 19.0, 141.0, 1.0, 1
1610612765.0, 98.0, 0.439, 41.0, 0.317, 24.0, 0.875, 17.0, 31.0, 24.0, 7.0, 4.0, 8.0, 25.0, 120.0, 0.0, 1610612737.0, 82.0, 0.488, 42.0, 0.476, 32.0, 0.875, 8.0, 37.0, 30.0, 5.0, 7.0, 13.0, 22.0, 128.0, 1.0, 2
1610612763.0, 93.0, 0.398, 43.0, 0.302, 29.0, 0.862, 9.0, 37.0, 20.0, 5.0, 6.0, 10.0, 27.0, 112.0, 0.0, 1610612737.0, 89.0, 0.427, 36.0, 0.361, 38.0, 0.868, 13.0, 41.0, 23.0, 4.0, 5.0, 15.0, 20.0, 122.0, 1.0, 2
1610612741.0, 87.0, 0.414, 35.0, 0.229, 28.0, 0.857, 8.0, 29.0, 20.0, 10.0, 3.0, 15.0, 22.0, 104.0, 0.0, 1610612737.0, 80.0, 0.537, 35.0, 0.4, 29.0, 0.828, 8.0, 38.0, 24.0, 6.0, 3.0, 21.0, 29.0, 124.0, 1.0, 2
1610612748.0, 82.0, 0.573, 35.0, 0.457, 22.0, 0.909, 3.0, 32.0, 30.0, 8.0, 2.0, 11.0, 20.0, 130.0, 0.0, 1610612738.0, 83.0, 0.542, 38.0, 0.368, 25.0, 0.8, 6.0, 28.0, 29.0, 7.0, 3.0, 14.0, 22.0, 124.0, 1.0, 1
1610612741.0, 99.0, 0.434, 40.0, 0.45, 18.0, 0.944, 15.0, 37.0, 26.0, 10.0, 4.0, 9.0, 20.0, 121.0, 0.0, 1610612738.0, 86.0, 0.407, 39.0, 0.282, 23.0, 0.783, 11.0, 36.0, 19.0, 5.0, 8.0, 13.0, 15.0, 99.0, 1.0, 1
1610612753.0, 84.0, 0.381, 34.0, 0.324, 30.0, 0.7, 9.0, 35.0, 20.0, 6.0, 4.0, 6.0, 13.0, 96.0, 0.0, 1610612738.0, 88.0, 0.455, 55.0, 0.418, 9.0, 1.0, 7.0, 38.0, 27.0, 6.0, 3.0, 9.0, 21.0, 112.0, 1.0, 2
1610612758.0, 81.0, 0.457, 30.0, 0.4, 26.0, 0.808, 11.0, 34.0, 22.0, 6.0, 9.0, 14.0, 16.0, 107.0, 0.0, 1610612738.0, 91.0, 0.429, 31.0, 0.387, 7.0, 0.857, 12.0, 33.0, 22.0, 8.0, 4.0, 14.0, 20.0, 96.0, 1.0, 1
1610612739.0, 74.0, 0.541, 23.0, 0.435, 33.0, 0.818, 7.0, 33.0, 23.0, 6.0, 3.0, 15.0, 17.0, 117.0, 0.0, 1610612738.0, 88.0, 0.455, 38.0, 0.263, 29.0, 0.69, 15.0, 25.0, 19.0, 10.0, 9.0, 12.0, 27.0, 110.0, 1.0, 1
1610612762.0, 80.0, 0.475, 43.0, 0.442, 24.0, 0.917, 10.0, 28.0, 23.0, 6.0, 6.0, 15.0, 18.0, 117.0, 0.0, 1610612738.0, 98.0, 0.49, 29.0, 0.345, 4.0, 0.75, 16.0, 29.0, 28.0, 8.0, 5.0, 13.0, 18.0, 109.0, 1.0, 1
1610612745.0, 91.0, 0.385, 50.0, 0.32, 31.0, 0.677, 10.0, 27.0, 23.0, 8.0, 5.0, 11.0, 19.0, 107.0, 0.0, 1610612738.0, 92.0, 0.554, 37.0, 0.486, 21.0, 0.667, 10.0, 45.0, 29.0, 8.0, 3.0, 14.0, 22.0, 134.0, 1.0, 2
1610612738.0, 91.0, 0.451, 40.0, 0.325, 22.0, 0.636, 11.0, 28.0, 22.0, 10.0, 10.0, 11.0, 13.0, 109.0, 0.0, 1610612751.0, 88.0, 0.477, 42.0, 0.452, 22.0, 0.818, 11.0, 34.0, 21.0, 3.0, 5.0, 14.0, 22.0, 121.0, 1.0, 2
1610612761.0, 91.0, 0.495, 50.0, 0.42, 17.0, 0.824, 8.0, 20.0, 36.0, 6.0, 1.0, 13.0, 25.0, 125.0, 0.0, 1610612738.0, 74.0, 0.608, 29.0, 0.448, 40.0, 0.725, 9.0, 30.0, 25.0, 6.0, 7.0, 16.0, 20.0, 132.0, 1.0, 2
1610612746.0, 87.0, 0.494, 38.0, 0.474, 9.0, 0.889, 10.0, 25.0, 28.0, 3.0, 5.0, 9.0, 19.0, 112.0, 0.0, 1610612738.0, 86.0, 0.488, 32.0, 0.5, 23.0, 0.739, 14.0, 29.0, 25.0, 6.0, 4.0, 8.0, 12.0, 117.0, 1.0, 2
1610612764.0, 84.0, 0.452, 32.0, 0.281, 29.0, 0.862, 7.0, 29.0, 16.0, 10.0, 5.0, 14.0, 22.0, 110.0, 0.0, 1610612738.0, 89.0, 0.472, 30.0, 0.333, 24.0, 0.708, 13.0, 36.0, 25.0, 7.0, 0.0, 18.0, 25.0, 111.0, 1.0, 2
1610612754.0, 89.0, 0.393, 46.0, 0.326, 29.0, 0.931, 8.0, 32.0, 26.0, 8.0, 6.0, 8.0, 22.0, 112.0, 0.0, 1610612738.0, 82.0, 0.512, 22.0, 0.409, 29.0, 0.862, 7.0, 38.0, 24.0, 3.0, 6.0, 11.0, 20.0, 118.0, 1.0, 2
1610612742.0, 89.0, 0.472, 33.0, 0.394, 15.0, 0.867, 8.0, 30.0, 19.0, 5.0, 1.0, 9.0, 17.0, 110.0, 0.0, 1610612738.0, 86.0, 0.477, 39.0, 0.308, 18.0, 0.722, 12.0, 34.0, 19.0, 6.0, 6.0, 13.0, 21.0, 107.0, 1.0, 1
1610612740.0, 94.0, 0.447, 36.0, 0.306, 37.0, 0.676, 12.0, 40.0, 22.0, 5.0, 7.0, 13.0, 24.0, 120.0, 0.0, 1610612738.0, 98.0, 0.398, 37.0, 0.27, 34.0, 0.794, 11.0, 38.0, 22.0, 9.0, 11.0, 10.0, 30.0, 115.0, 1.0, 1
1610612743.0, 84.0, 0.452, 34.0, 0.265, 15.0, 0.933, 11.0, 27.0, 25.0, 12.0, 3.0, 17.0, 18.0, 99.0, 0.0, 1610612738.0, 81.0, 0.481, 42.0, 0.357, 21.0, 0.905, 10.0, 33.0, 26.0, 7.0, 1.0, 20.0, 22.0, 112.0, 1.0, 2
1610612764.0, 83.0, 0.398, 30.0, 0.233, 36.0, 0.861, 9.0, 45.0, 24.0, 9.0, 3.0, 16.0, 25.0, 104.0, 0.0, 1610612738.0, 90.0, 0.356, 35.0, 0.257, 30.0, 0.6, 14.0, 36.0, 14.0, 5.0, 2.0, 17.0, 27.0, 91.0, 1.0, 1
1610612765.0, 79.0, 0.43, 38.0, 0.395, 30.0, 0.833, 6.0, 38.0, 25.0, 3.0, 6.0, 12.0, 20.0, 108.0, 0.0, 1610612738.0, 82.0, 0.439, 27.0, 0.296, 30.0, 0.733, 7.0, 37.0, 15.0, 9.0, 2.0, 10.0, 25.0, 102.0, 1.0, 1
1610612761.0, 83.0, 0.494, 28.0, 0.321, 19.0, 0.789, 3.0, 29.0, 26.0, 7.0, 8.0, 13.0, 26.0, 106.0, 0.0, 1610612738.0, 86.0, 0.453, 39.0, 0.513, 28.0, 0.786, 14.0, 35.0, 30.0, 8.0, 6.0, 18.0, 22.0, 120.0, 1.0, 2
1610612762.0, 84.0, 0.476, 48.0, 0.375, 27.0, 0.889, 10.0, 31.0, 28.0, 4.0, 7.0, 10.0, 22.0, 122.0, 0.0, 1610612738.0, 86.0, 0.442, 29.0, 0.448, 23.0, 0.826, 11.0, 24.0, 18.0, 2.0, 2.0, 8.0, 25.0, 108.0, 1.0, 1
1610612756.0, 82.0, 0.488, 29.0, 0.276, 12.0, 1.0, 9.0, 41.0, 25.0, 4.0, 5.0, 10.0, 15.0, 100.0, 0.0, 1610612738.0, 93.0, 0.355, 44.0, 0.386, 12.0, 0.667, 13.0, 28.0, 19.0, 6.0, 2.0, 5.0, 11.0, 91.0, 1.0, 1
1610612746.0, 81.0, 0.519, 32.0, 0.438, 21.0, 0.81, 10.0, 37.0, 26.0, 5.0, 4.0, 16.0, 17.0, 115.0, 0.0, 1610612738.0, 90.0, 0.478, 38.0, 0.421, 21.0, 0.81, 9.0, 25.0, 21.0, 8.0, 1.0, 6.0, 16.0, 119.0, 1.0, 2
1610612758.0, 92.0, 0.457, 37.0, 0.351, 23.0, 0.826, 12.0, 32.0, 23.0, 7.0, 2.0, 10.0, 19.0, 116.0, 0.0, 1610612738.0, 86.0, 0.453, 33.0, 0.333, 29.0, 0.759, 11.0, 34.0, 28.0, 9.0, 3.0, 13.0, 21.0, 111.0, 1.0, 1
1610612744.0, 83.0, 0.458, 37.0, 0.405, 23.0, 0.696, 6.0, 30.0, 30.0, 9.0, 4.0, 11.0, 23.0, 107.0, 0.0, 1610612738.0, 84.0, 0.464, 34.0, 0.382, 27.0, 0.741, 12.0, 39.0, 16.0, 3.0, 4.0, 15.0, 20.0, 111.0, 1.0, 2
1610612747.0, 84.0, 0.44, 31.0, 0.29, 19.0, 0.684, 13.0, 32.0, 20.0, 8.0, 4.0, 14.0, 15.0, 96.0, 0.0, 1610612738.0, 82.0, 0.488, 21.0, 0.286, 14.0, 0.643, 9.0, 33.0, 24.0, 10.0, 6.0, 15.0, 16.0, 95.0, 1.0, 1
1610612759.0, 82.0, 0.561, 28.0, 0.286, 16.0, 0.625, 9.0, 37.0, 22.0, 5.0, 4.0, 19.0, 16.0, 110.0, 0.0, 1610612738.0, 98.0, 0.429, 30.0, 0.333, 14.0, 0.857, 13.0, 26.0, 15.0, 10.0, 4.0, 10.0, 14.0, 106.0, 1.0, 1
1610612741.0, 88.0, 0.466, 39.0, 0.436, 10.0, 0.4, 9.0, 32.0, 28.0, 4.0, 7.0, 18.0, 16.0, 103.0, 0.0, 1610612738.0, 87.0, 0.506, 29.0, 0.517, 20.0, 0.8, 6.0, 38.0, 28.0, 9.0, 6.0, 12.0, 18.0, 119.0, 1.0, 2
1610612739.0, 85.0, 0.4, 33.0, 0.303, 34.0, 0.735, 11.0, 23.0, 24.0, 10.0, 8.0, 17.0, 23.0, 103.0, 0.0, 1610612738.0, 93.0, 0.559, 28.0, 0.5, 27.0, 0.852, 13.0, 42.0, 26.0, 14.0, 8.0, 15.0, 23.0, 141.0, 1.0, 2
1610612755.0, 81.0, 0.556, 28.0, 0.429, 24.0, 0.833, 10.0, 35.0, 23.0, 9.0, 7.0, 19.0, 23.0, 122.0, 0.0, 1610612738.0, 90.0, 0.456, 30.0, 0.4, 20.0, 0.8, 10.0, 22.0, 23.0, 10.0, 5.0, 11.0, 21.0, 110.0, 1.0, 1
1610612755.0, 78.0, 0.462, 27.0, 0.333, 45.0, 0.8, 11.0, 30.0, 20.0, 12.0, 3.0, 9.0, 20.0, 117.0, 0.0, 1610612738.0, 89.0, 0.472, 33.0, 0.364, 20.0, 0.65, 10.0, 35.0, 22.0, 3.0, 0.0, 16.0, 29.0, 109.0, 1.0, 1
1610612752.0, 80.0, 0.475, 31.0, 0.387, 21.0, 0.81, 10.0, 43.0, 22.0, 11.0, 7.0, 16.0, 28.0, 105.0, 0.0, 1610612738.0, 84.0, 0.298, 46.0, 0.152, 29.0, 0.621, 14.0, 29.0, 15.0, 10.0, 2.0, 17.0, 22.0, 75.0, 1.0, 1
1610612753.0, 94.0, 0.404, 28.0, 0.25, 22.0, 0.636, 15.0, 31.0, 14.0, 5.0, 1.0, 11.0, 16.0, 97.0, 0.0, 1610612738.0, 88.0, 0.511, 42.0, 0.405, 19.0, 0.895, 6.0, 39.0, 25.0, 7.0, 4.0, 10.0, 18.0, 124.0, 1.0, 2
1610612764.0, 88.0, 0.466, 29.0, 0.379, 16.0, 0.875, 7.0, 31.0, 22.0, 9.0, 4.0, 17.0, 24.0, 107.0, 0.0, 1610612738.0, 86.0, 0.477, 32.0, 0.375, 30.0, 0.733, 11.0, 38.0, 21.0, 11.0, 4.0, 21.0, 22.0, 116.0, 1.0, 2
1610612748.0, 81.0, 0.432, 36.0, 0.361, 26.0, 0.846, 6.0, 36.0, 26.0, 2.0, 7.0, 8.0, 15.0, 105.0, 0.0, 1610612738.0, 99.0, 0.424, 35.0, 0.343, 12.0, 0.917, 16.0, 37.0, 22.0, 7.0, 5.0, 7.0, 23.0, 107.0, 1.0, 2
1610612761.0, 90.0, 0.4, 37.0, 0.351, 38.0, 0.763, 8.0, 29.0, 20.0, 13.0, 4.0, 10.0, 26.0, 114.0, 0.0, 1610612738.0, 84.0, 0.488, 29.0, 0.517, 34.0, 0.853, 12.0, 44.0, 19.0, 3.0, 9.0, 19.0, 29.0, 126.0, 1.0, 2
1610612765.0, 86.0, 0.477, 36.0, 0.444, 25.0, 0.88, 8.0, 25.0, 29.0, 8.0, 7.0, 9.0, 16.0, 120.0, 0.0, 1610612738.0, 87.0, 0.563, 33.0, 0.455, 13.0, 0.692, 12.0, 29.0, 35.0, 4.0, 5.0, 17.0, 22.0, 122.0, 1.0, 2
1610612765.0, 88.0, 0.409, 34.0, 0.324, 20.0, 0.65, 12.0, 36.0, 18.0, 9.0, 2.0, 19.0, 16.0, 96.0, 0.0, 1610612738.0, 83.0, 0.47, 31.0, 0.258, 14.0, 0.5, 7.0, 37.0, 20.0, 12.0, 11.0, 19.0, 20.0, 93.0, 1.0, 1
1610612763.0, 93.0, 0.43, 33.0, 0.273, 25.0, 0.72, 14.0, 32.0, 26.0, 8.0, 3.0, 22.0, 13.0, 107.0, 0.0, 1610612738.0, 91.0, 0.538, 39.0, 0.41, 14.0, 0.857, 10.0, 32.0, 27.0, 17.0, 11.0, 16.0, 21.0, 126.0, 1.0, 2
1610612754.0, 84.0, 0.512, 33.0, 0.364, 16.0, 0.813, 4.0, 32.0, 27.0, 9.0, 5.0, 14.0, 25.0, 111.0, 0.0, 1610612738.0, 80.0, 0.5, 22.0, 0.409, 37.0, 0.73, 12.0, 31.0, 21.0, 10.0, 3.0, 14.0, 16.0, 116.0, 1.0, 2
