1610612756.0, 121.9, 114.6, 7.3, 0.6, 1.93, 19.7, 0.318, 0.854, 0.598, 14.6, 0.58, 0.61, 1.0, 96.0, 80.0, 96.0, 0.525, 0.0, 1610612737.0, 114.6, 121.9, -7.3, 0.732, 4.29, 22.9, 0.146, 0.682, 0.402, 7.3, 0.559, 0.584, 1.0, 96.0, 80.0, 96.0, 0.475, 1.0, 1
1610612747.0, 98.9, 105.3, -6.4, 0.529, 1.13, 14.3, 0.3, 0.717, 0.527, 16.8, 0.469, 0.513, 1.0, 94.5, 78.75, 95.0, 0.461, 0.0, 1610612737.0, 105.3, 98.9, 6.4, 0.667, 3.25, 19.1, 0.283, 0.7, 0.473, 8.5, 0.464, 0.485, 1.0, 94.5, 78.75, 94.0, 0.539, 1.0, 2
1610612760.0, 95.9, 118.4, -22.5, 0.529, 1.8, 14.1, 0.226, 0.7, 0.412, 10.3, 0.435, 0.465, 1.0, 97.5, 81.25, 97.0, 0.336, 0.0, 1610612737.0, 118.4, 95.9, 22.5, 0.553, 1.86, 19.6, 0.3, 0.774, 0.588, 14.3, 0.603, 0.626, 1.0, 97.5, 81.25, 98.0, 0.664, 1.0, 2
1610612745.0, 117.6, 126.6, -9.0, 0.643, 2.08, 20.2, 0.304, 0.651, 0.472, 14.3, 0.551, 0.571, 1.0, 92.5, 77.08, 91.0, 0.436, 0.0, 1610612737.0, 126.6, 117.6, 9.0, 0.727, 2.67, 23.4, 0.349, 0.696, 0.528, 12.8, 0.61, 0.64, 1.0, 92.5, 77.08, 94.0, 0.564, 1.0, 2
1610612739.0, 92.1, 113.6, -21.5, 0.613, 1.46, 15.4, 0.339, 0.564, 0.432, 14.6, 0.432, 0.45, 1.0, 88.5, 73.75, 89.0, 0.326, 0.0, 1610612737.0, 113.6, 92.1, 21.5, 0.656, 1.0, 16.9, 0.436, 0.661, 0.568, 23.9, 0.535, 0.607, 1.0, 88.5, 73.75, 88.0, 0.674, 1.0, 2
1610612758.0, 114.0, 127.4, -13.4, 0.628, 2.08, 18.6, 0.439, 0.636, 0.525, 14.0, 0.474, 0.505, 1.0, 94.0, 78.33, 93.0, 0.412, 0.0, 1610612737.0, 127.4, 114.0, 13.4, 0.488, 2.33, 16.3, 0.364, 0.561, 0.475, 9.5, 0.583, 0.614, 1.0, 94.0, 78.33, 95.0, 0.588, 1.0, 2
1610612761.0, 113.2, 112.0, 1.2, 0.548, 1.64, 16.1, 0.25, 0.709, 0.477, 13.2, 0.526, 0.565, 1.0, 107.0, 89.17, 106.0, 0.488, 0.0, 1610612737.0, 112.0, 113.2, -1.2, 0.513, 1.43, 14.3, 0.291, 0.75, 0.523, 13.0, 0.517, 0.574, 1.0, 107.0, 89.17, 108.0, 0.512, 1.0, 1
1610612753.0, 113.1, 118.6, -5.4, 0.667, 2.4, 18.5, 0.208, 0.809, 0.505, 10.1, 0.506, 0.584, 1.0, 98.0, 81.67, 99.0, 0.518, 0.0, 1610612737.0, 118.6, 113.1, 5.4, 0.684, 2.17, 19.8, 0.191, 0.792, 0.495, 12.4, 0.571, 0.616, 1.0, 98.0, 81.67, 97.0, 0.482, 1.0, 2
1610612748.0, 93.0, 109.3, -16.3, 0.536, 1.67, 13.8, 0.216, 0.59, 0.378, 10.5, 0.433, 0.472, 1.0, 86.0, 71.67, 86.0, 0.409, 0.0, 1610612737.0, 109.3, 93.0, 16.3, 0.765, 1.13, 20.5, 0.41, 0.784, 0.622, 26.7, 0.57, 0.606, 1.0, 86.0, 71.67, 86.0, 0.591, 1.0, 2
1610612748.0, 113.5, 102.1, 11.5, 0.692, 1.93, 19.8, 0.313, 0.648, 0.49, 14.6, 0.517, 0.57, 1.0, 96.5, 80.42, 96.0, 0.545, 0.0, 1610612737.0, 102.1, 113.5, -11.5, 0.611, 1.29, 16.2, 0.352, 0.688, 0.51, 17.5, 0.46, 0.512, 1.0, 96.5, 80.42, 97.0, 0.455, 1.0, 1
1610612760.0, 121.6, 113.5, 8.1, 0.674, 3.1, 22.8, 0.217, 0.632, 0.447, 10.3, 0.614, 0.621, 1.0, 96.5, 80.42, 97.0, 0.543, 0.0, 1610612737.0, 113.5, 121.6, -8.1, 0.488, 1.91, 15.4, 0.368, 0.783, 0.553, 11.5, 0.505, 0.522, 1.0, 96.5, 80.42, 96.0, 0.457, 1.0, 1
1610612738.0, 115.5, 132.3, -16.8, 0.476, 3.33, 15.3, 0.291, 0.65, 0.442, 6.2, 0.484, 0.533, 1.0, 96.5, 80.42, 97.0, 0.454, 0.0, 1610612737.0, 132.3, 115.5, 16.8, 0.6, 1.59, 19.8, 0.35, 0.709, 0.558, 17.7, 0.665, 0.687, 1.0, 96.5, 80.42, 96.0, 0.546, 1.0, 2
1610612739.0, 117.9, 116.8, 1.1, 0.683, 1.75, 21.5, 0.243, 0.642, 0.478, 16.8, 0.622, 0.648, 1.0, 95.0, 79.17, 95.0, 0.54, 0.0, 1610612737.0, 116.8, 117.9, -1.1, 0.55, 1.69, 16.4, 0.358, 0.757, 0.522, 13.7, 0.528, 0.56, 1.0, 95.0, 79.17, 95.0, 0.46, 1.0, 1
1610612743.0, 116.2, 124.2, -8.1, 0.581, 1.92, 19.4, 0.146, 0.762, 0.458, 13.1, 0.607, 0.632, 1.0, 99.0, 82.5, 99.0, 0.448, 0.0, 1610612737.0, 124.2, 116.2, 8.1, 0.69, 2.64, 21.4, 0.238, 0.854, 0.542, 11.1, 0.593, 0.644, 1.0, 99.0, 82.5, 99.0, 0.552, 1.0, 2
1610612738.0, 119.8, 107.9, 11.9, 0.52, 1.44, 18.8, 0.286, 0.704, 0.521, 17.8, 0.633, 0.641, 1.0, 101.0, 84.17, 101.0, 0.544, 0.0, 1610612737.0, 107.9, 119.8, -11.9, 0.553, 1.5, 15.4, 0.296, 0.714, 0.479, 13.9, 0.478, 0.54, 1.0, 101.0, 84.17, 101.0, 0.456, 1.0, 1
1610612738.0, 115.2, 123.2, -8.1, 0.55, 1.38, 16.2, 0.375, 0.743, 0.53, 16.2, 0.523, 0.582, 1.0, 99.0, 82.5, 99.0, 0.434, 0.0, 1610612737.0, 123.2, 115.2, 8.1, 0.432, 1.27, 15.2, 0.257, 0.625, 0.47, 15.2, 0.623, 0.673, 1.0, 99.0, 82.5, 99.0, 0.566, 1.0, 2
1610612752.0, 129.5, 119.1, 10.3, 0.524, 2.44, 17.5, 0.289, 0.667, 0.49, 9.5, 0.608, 0.648, 1.0, 94.5, 78.75, 95.0, 0.553, 0.0, 1610612737.0, 119.1, 129.5, -10.3, 0.472, 1.55, 13.4, 0.333, 0.711, 0.51, 11.7, 0.488, 0.565, 1.0, 94.5, 78.75, 94.0, 0.447, 1.0, 1
1610612754.0, 121.4, 110.8, 10.6, 0.756, 3.78, 23.6, 0.222, 0.8, 0.526, 8.7, 0.573, 0.62, 1.0, 102.5, 85.42, 103.0, 0.562, 0.0, 1610612737.0, 110.8, 121.4, -10.6, 0.814, 3.18, 24.0, 0.2, 0.778, 0.474, 10.8, 0.528, 0.564, 1.0, 102.5, 85.42, 102.0, 0.438, 1.0, 1
1610612759.0, 120.2, 108.6, 11.6, 0.6, 1.93, 19.5, 0.214, 0.722, 0.5, 13.5, 0.6, 0.642, 1.0, 104.5, 87.08, 104.0, 0.553, 0.0, 1610612737.0, 108.6, 120.2, -11.6, 0.564, 1.83, 15.9, 0.278, 0.786, 0.5, 11.4, 0.494, 0.545, 1.0, 104.5, 87.08, 105.0, 0.447, 1.0, 1
1610612742.0, 121.6, 119.4, 2.3, 0.581, 2.27, 19.4, 0.19, 0.725, 0.484, 11.3, 0.595, 0.636, 1.0, 97.5, 81.25, 97.0, 0.491, 0.0, 1610612737.0, 119.4, 121.6, -2.3, 0.675, 3.0, 19.8, 0.275, 0.81, 0.516, 9.2, 0.534, 0.583, 1.0, 97.5, 81.25, 98.0, 0.509, 1.0, 1
1610612761.0, 121.0, 129.4, -8.4, 0.585, 3.43, 16.8, 0.305, 0.743, 0.468, 7.0, 0.49, 0.54, 1.0, 101.0, 84.17, 100.0, 0.408, 0.0, 1610612737.0, 129.4, 121.0, 8.4, 0.738, 1.63, 22.4, 0.257, 0.695, 0.532, 18.6, 0.696, 0.746, 1.0, 101.0, 84.17, 102.0, 0.592, 1.0, 2
1610612762.0, 114.3, 93.8, 20.5, 0.432, 1.36, 14.6, 0.333, 0.682, 0.535, 14.3, 0.555, 0.579, 1.0, 97.5, 81.25, 98.0, 0.611, 0.0, 1610612737.0, 93.8, 114.3, -20.5, 0.594, 1.73, 13.9, 0.318, 0.667, 0.465, 11.3, 0.372, 0.428, 1.0, 97.5, 81.25, 97.0, 0.389, 1.0, 1
1610612742.0, 122.0, 113.7, 8.3, 0.628, 2.7, 19.1, 0.3, 0.688, 0.49, 10.0, 0.532, 0.587, 1.0, 101.0, 84.17, 100.0, 0.521, 0.0, 1610612737.0, 113.7, 122.0, -8.3, 0.689, 1.94, 21.5, 0.313, 0.7, 0.51, 15.7, 0.578, 0.595, 1.0, 101.0, 84.17, 102.0, 0.479, 1.0, 1
1610612747.0, 112.6, 104.2, 8.4, 0.6, 1.85, 19.3, 0.184, 0.714, 0.463, 13.7, 0.565, 0.611, 1.0, 95.0, 79.17, 95.0, 0.541, 0.0, 1610612737.0, 104.2, 112.6, -8.4, 0.73, 1.42, 20.5, 0.286, 0.816, 0.538, 20.0, 0.545, 0.579, 1.0, 95.0, 79.17, 95.0, 0.459, 1.0, 1
1610612764.0, 98.0, 116.0, -18.0, 0.419, 1.0, 10.2, 0.286, 0.74, 0.5, 12.7, 0.406, 0.492, 1.0, 101.0, 84.17, 102.0, 0.428, 0.0, 1610612737.0, 116.0, 98.0, 18.0, 0.41, 1.23, 12.2, 0.26, 0.714, 0.5, 13.0, 0.517, 0.569, 1.0, 101.0, 84.17, 100.0, 0.572, 1.0, 2
1610612751.0, 128.2, 123.1, 5.1, 0.558, 2.64, 19.8, 0.37, 0.653, 0.516, 10.7, 0.587, 0.618, 1.0, 93.74, 78.11, 103.0, 0.511, 0.0, 1610612737.0, 123.1, 128.2, -5.1, 0.644, 2.64, 19.8, 0.347, 0.63, 0.484, 10.6, 0.548, 0.602, 1.0, 93.74, 78.11, 104.0, 0.489, 1.0, 1
1610612746.0, 101.0, 110.2, -9.2, 0.639, 1.92, 17.2, 0.278, 0.773, 0.5, 12.2, 0.449, 0.502, 1.0, 98.0, 81.67, 98.0, 0.452, 0.0, 1610612737.0, 110.2, 101.0, 9.2, 0.541, 1.43, 16.0, 0.227, 0.722, 0.5, 14.3, 0.525, 0.593, 1.0, 98.0, 81.67, 98.0, 0.548, 1.0, 2
1610612749.0, 131.6, 116.2, 15.5, 0.64, 1.88, 21.1, 0.477, 0.837, 0.655, 17.3, 0.604, 0.627, 1.0, 98.5, 82.08, 98.0, 0.565, 0.0, 1610612737.0, 116.2, 131.6, -15.5, 0.643, 3.0, 21.0, 0.163, 0.523, 0.345, 9.1, 0.59, 0.62, 1.0, 98.5, 82.08, 99.0, 0.435, 1.0, 1
1610612750.0, 99.0, 114.9, -15.9, 0.75, 2.31, 21.2, 0.2, 0.646, 0.408, 13.1, 0.473, 0.499, 1.0, 100.0, 83.33, 99.0, 0.439, 0.0, 1610612737.0, 114.9, 99.0, 15.9, 0.553, 1.24, 15.6, 0.354, 0.8, 0.592, 16.8, 0.548, 0.603, 1.0, 100.0, 83.33, 101.0, 0.561, 1.0, 2
1610612765.0, 107.5, 113.9, -6.4, 0.5, 1.69, 15.7, 0.208, 0.587, 0.414, 12.1, 0.505, 0.546, 1.0, 97.36, 81.13, 107.0, 0.451, 0.0, 1610612737.0, 113.9, 107.5, 6.4, 0.477, 1.5, 13.8, 0.413, 0.792, 0.586, 13.0, 0.485, 0.527, 1.0, 97.36, 81.13, 108.0, 0.549, 1.0, 2
1610612750.0, 92.4, 102.9, -10.5, 0.611, 1.22, 15.9, 0.228, 0.705, 0.436, 17.1, 0.473, 0.495, 1.0, 105.0, 87.5, 105.0, 0.387, 0.0, 1610612737.0, 102.9, 92.4, 10.5, 0.865, 1.23, 21.6, 0.295, 0.772, 0.564, 24.8, 0.538, 0.6, 1.0, 105.0, 87.5, 105.0, 0.613, 1.0, 2
1610612757.0, 107.7, 103.9, 3.8, 0.45, 2.25, 13.1, 0.313, 0.8, 0.526, 7.7, 0.461, 0.501, 1.0, 103.0, 85.83, 104.0, 0.497, 0.0, 1610612737.0, 103.9, 107.7, -3.8, 0.632, 1.85, 17.6, 0.2, 0.688, 0.474, 12.7, 0.471, 0.534, 1.0, 103.0, 85.83, 102.0, 0.503, 1.0, 1
1610612762.0, 113.7, 89.3, 24.4, 0.628, 1.42, 18.7, 0.308, 0.764, 0.542, 18.6, 0.576, 0.591, 1.0, 102.5, 85.42, 102.0, 0.62, 0.0, 1610612737.0, 89.3, 113.7, -24.4, 0.553, 1.4, 15.6, 0.236, 0.692, 0.458, 14.6, 0.44, 0.467, 1.0, 102.5, 85.42, 103.0, 0.38, 1.0, 1
