TEAM_ID, FGA ,FG_PCT, FG3A, FG3_PCT, FTA, FT_PCT, OREB, DREB, AST, STL, BLK, TO, PF, PTS, HOME, TEAM_ID_O, FGA_O, FG_PCT_O, FG3A_O, FG3_PCT_O, FTA_O, FT_PCT_O, OREB_O, DREB_O, AST_O ,STL_O, BLK_O, TO_O, PF_O, PTS_O, HOME_O, LABEL
1610612742.0, 87.0, 0.391, 43.0, 0.349, 25.0, 0.8, 10.0, 32.0, 23.0, 7.0, 10.0, 7.0, 20.0, 103.0, 0.0, 1610612738.0, 86.0, 0.407, 38.0, 0.316, 30.0, 0.9, 14.0, 40.0, 13.0, 3.0, 4.0, 15.0, 21.0, 109.0, 1.0, 2
1610612755.0, 82.0, 0.5, 28.0, 0.5, 23.0, 0.826, 8.0, 37.0, 27.0, 4.0, 8.0, 11.0, 19.0, 115.0, 0.0, 1610612738.0, 91.0, 0.462, 31.0, 0.355, 17.0, 0.824, 9.0, 24.0, 24.0, 4.0, 7.0, 6.0, 25.0, 109.0, 1.0, 1
1610612754.0, 85.0, 0.482, 25.0, 0.4, 36.0, 0.833, 5.0, 31.0, 27.0, 11.0, 4.0, 10.0, 18.0, 122.0, 0.0, 1610612738.0, 87.0, 0.494, 36.0, 0.389, 22.0, 0.773, 8.0, 36.0, 25.0, 6.0, 4.0, 15.0, 27.0, 117.0, 1.0, 1
1610612739.0, 91.0, 0.396, 31.0, 0.226, 19.0, 0.474, 18.0, 27.0, 18.0, 8.0, 2.0, 18.0, 11.0, 88.0, 0.0, 1610612738.0, 78.0, 0.577, 27.0, 0.556, 8.0, 0.625, 5.0, 34.0, 22.0, 8.0, 9.0, 18.0, 19.0, 110.0, 1.0, 2
1610612743.0, 94.0, 0.415, 30.0, 0.167, 15.0, 0.8, 12.0, 29.0, 18.0, 5.0, 4.0, 12.0, 15.0, 95.0, 0.0, 1610612738.0, 82.0, 0.537, 35.0, 0.371, 8.0, 0.875, 4.0, 33.0, 21.0, 5.0, 5.0, 15.0, 23.0, 108.0, 1.0, 2
1610612748.0, 77.0, 0.442, 38.0, 0.368, 17.0, 0.647, 8.0, 32.0, 20.0, 7.0, 2.0, 18.0, 25.0, 93.0, 0.0, 1610612738.0, 79.0, 0.443, 41.0, 0.39, 32.0, 0.813, 10.0, 36.0, 21.0, 8.0, 8.0, 10.0, 20.0, 112.0, 1.0, 2
1610612752.0, 76.0, 0.461, 26.0, 0.308, 37.0, 0.703, 8.0, 31.0, 15.0, 7.0, 6.0, 14.0, 25.0, 104.0, 0.0, 1610612738.0, 93.0, 0.441, 41.0, 0.366, 22.0, 0.727, 16.0, 28.0, 25.0, 5.0, 7.0, 13.0, 28.0, 113.0, 1.0, 2
1610612738.0, 93.0, 0.441, 28.0, 0.321, 21.0, 0.762, 16.0, 32.0, 16.0, 11.0, 7.0, 19.0, 14.0, 107.0, 0.0, 1610612751.0, 93.0, 0.462, 41.0, 0.415, 13.0, 0.692, 13.0, 36.0, 30.0, 9.0, 6.0, 18.0, 24.0, 112.0, 1.0, 2
1610612738.0, 97.0, 0.443, 34.0, 0.382, 24.0, 0.917, 19.0, 36.0, 23.0, 10.0, 5.0, 14.0, 17.0, 121.0, 0.0, 1610612751.0, 90.0, 0.444, 56.0, 0.375, 19.0, 0.474, 11.0, 27.0, 32.0, 5.0, 6.0, 15.0, 22.0, 110.0, 1.0, 1
1610612758.0, 79.0, 0.468, 47.0, 0.383, 15.0, 0.667, 8.0, 28.0, 28.0, 3.0, 8.0, 14.0, 18.0, 102.0, 0.0, 1610612738.0, 85.0, 0.447, 30.0, 0.233, 23.0, 0.87, 11.0, 27.0, 20.0, 10.0, 4.0, 11.0, 16.0, 103.0, 1.0, 2
1610612743.0, 88.0, 0.443, 28.0, 0.25, 13.0, 0.846, 11.0, 37.0, 24.0, 7.0, 5.0, 17.0, 17.0, 96.0, 0.0, 1610612738.0, 81.0, 0.407, 27.0, 0.259, 23.0, 0.826, 5.0, 35.0, 21.0, 12.0, 6.0, 11.0, 19.0, 92.0, 1.0, 1
1610612746.0, 93.0, 0.419, 45.0, 0.378, 16.0, 0.75, 14.0, 39.0, 26.0, 12.0, 9.0, 23.0, 18.0, 107.0, 0.0, 1610612738.0, 104.0, 0.394, 45.0, 0.267, 14.0, 0.714, 18.0, 35.0, 26.0, 11.0, 2.0, 17.0, 22.0, 104.0, 1.0, 1
1610612756.0, 82.0, 0.402, 36.0, 0.278, 12.0, 0.75, 8.0, 37.0, 22.0, 7.0, 6.0, 19.0, 17.0, 85.0, 0.0, 1610612738.0, 89.0, 0.416, 41.0, 0.293, 17.0, 0.765, 11.0, 41.0, 22.0, 12.0, 5.0, 17.0, 21.0, 99.0, 1.0, 2
1610612758.0, 89.0, 0.427, 35.0, 0.4, 12.0, 0.833, 10.0, 35.0, 22.0, 8.0, 7.0, 12.0, 24.0, 100.0, 0.0, 1610612738.0, 82.0, 0.415, 30.0, 0.333, 24.0, 0.875, 10.0, 36.0, 26.0, 7.0, 3.0, 14.0, 14.0, 99.0, 1.0, 1
1610612744.0, 82.0, 0.415, 28.0, 0.179, 34.0, 0.794, 12.0, 43.0, 17.0, 8.0, 4.0, 19.0, 19.0, 100.0, 0.0, 1610612738.0, 91.0, 0.407, 33.0, 0.394, 23.0, 0.783, 11.0, 36.0, 24.0, 13.0, 5.0, 14.0, 24.0, 105.0, 1.0, 2
1610612764.0, 96.0, 0.521, 29.0, 0.379, 27.0, 0.815, 9.0, 27.0, 28.0, 5.0, 4.0, 8.0, 23.0, 133.0, 0.0, 1610612738.0, 96.0, 0.51, 36.0, 0.444, 29.0, 0.897, 10.0, 34.0, 32.0, 5.0, 5.0, 11.0, 26.0, 140.0, 1.0, 2
1610612742.0, 89.0, 0.416, 42.0, 0.262, 28.0, 0.75, 13.0, 33.0, 22.0, 2.0, 5.0, 6.0, 26.0, 106.0, 0.0, 1610612738.0, 86.0, 0.477, 35.0, 0.429, 25.0, 0.76, 10.0, 36.0, 25.0, 4.0, 5.0, 9.0, 27.0, 116.0, 1.0, 2
1610612759.0, 99.0, 0.394, 30.0, 0.467, 30.0, 0.767, 21.0, 36.0, 24.0, 1.0, 8.0, 15.0, 22.0, 115.0, 0.0, 1610612738.0, 94.0, 0.511, 37.0, 0.378, 28.0, 0.893, 7.0, 36.0, 28.0, 11.0, 11.0, 8.0, 25.0, 135.0, 1.0, 2
